Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected
11,0.0,1.3982,-0.0024,False,False,False,-0.5309,5.6601,0.7748,-1.7515,-1.5589,1.0576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1592,0.1657,0.3950,1.0686,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0702,-0.0003,-0.0706,-0.0562,-0.0756,0.0510,-0.9225,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
12,0.0,1.4002,-0.0188,False,False,False,-0.5310,5.6595,0.7746,-1.7525,-1.5591,1.0588,0.0720,-0.0574,0.0522,-0.0432,0.0502,0.0655,0.2174,0.1644,0.3982,1.0686,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0710,-0.0574,0.0515,-0.0437,0.0495,0.0660,-0.0793,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
13,0.0,1.4003,-0.0253,False,False,False,-0.5276,5.6581,0.7759,-1.7513,-1.5571,1.0622,0.1243,-0.0166,0.0156,0.1303,0.0683,0.1421,0.2939,0.1649,0.3991,1.0684,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0675,-0.0099,0.0092,0.0677,0.0369,0.0760,1.2129,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
14,0.0,1.4003,-0.0384,False,False,False,-0.5258,5.6579,0.7761,-1.7495,-1.5561,1.0642,0.1783,-0.0238,0.0223,0.1858,0.0974,0.2026,0.3135,0.1650,0.3992,1.0684,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0639,0.0134,0.0129,-0.0020,0.0631,0.0586,0.0850,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
15,0.0,1.3955,0.0028,False,False,False,-0.5255,5.6579,0.7761,-1.7495,-1.5561,1.0642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3335,0.1717,0.3946,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0086,-0.0292,0.0240,0.0618,-0.0676,0.0013,2.7797,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
16,0.0,1.3952,-0.0246,False,False,False,-0.5236,5.6568,0.7757,-1.7506,-1.5549,1.0661,0.1300,-0.0751,-0.0254,-0.0727,0.0823,0.1232,0.3816,0.1706,0.3928,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0683,-0.0394,-0.0133,-0.0383,0.0433,0.0648,0.0751,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
17,0.0,1.3952,-0.0032,False,False,False,-0.5208,5.6561,0.7759,-1.7523,-1.5532,1.0672,0.0566,0.0443,0.0545,-0.0713,0.0531,-0.0702,0.4239,0.1702,0.3925,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0621,0.0422,0.0541,-0.0723,0.0543,-0.0684,2.0042,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
18,0.0,1.3958,-0.0168,False,False,False,-0.5208,5.6561,0.7759,-1.7523,-1.5532,1.0672,0.0566,0.0443,0.0545,-0.0713,0.0531,-0.0702,0.4239,0.1672,0.3908,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0142,0.0658,-0.0457,-0.0519,0.0482,-0.0690,1.1433,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
19,0.0,1.3969,-0.0030,False,False,False,-0.5196,5.6571,0.7769,-1.7537,-1.5522,1.0658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4634,0.1666,0.3926,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0386,0.0212,0.0356,-0.0418,-0.0276,0.0410,2.1106,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
20,0.0,1.3973,-0.0018,False,False,False,-0.5192,5.6573,0.7773,-1.7541,-1.5525,1.0662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5031,0.1666,0.3933,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0341,0.0110,0.0135,0.0313,-0.0769,-0.0091,0.3534,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
21,0.0,1.3958,-0.0122,False,False,False,-0.5193,5.6576,0.7780,-1.7535,-1.5526,1.0654,0.0257,0.0156,0.0623,0.0229,0.0608,-0.0753,0.5623,0.1681,0.3917,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0253,0.0157,0.0624,0.0232,0.0600,-0.0754,2.7211,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
22,0.0,1.3947,-0.0124,False,False,False,-0.5184,5.6586,0.7799,-1.7525,-1.5518,1.0643,0.0443,0.0682,0.0720,0.0626,-0.0295,0.0293,0.5818,0.1710,0.3923,1.0689,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0449,0.0695,0.0732,0.0631,-0.0283,0.0279,1.4712,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
23,0.0,1.3939,-0.0161,False,False,False,-0.5184,5.6586,0.7799,-1.7525,-1.5518,1.0643,0.0443,0.0682,0.0720,0.0626,-0.0295,0.0293,0.5818,0.1726,0.3921,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0583,-0.0705,0.0499,-0.0399,-0.0460,0.0606,0.5160,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
24,0.0,1.3919,-0.0012,False,False,False,-0.5175,5.6606,0.7813,-1.7513,-1.5523,1.0648,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5836,0.1764,0.3913,1.0691,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0622,0.0124,0.0186,-0.0640,0.0611,-0.0725,1.5367,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
25,0.0,1.3892,-0.0080,False,False,False,-0.5175,5.6610,0.7809,-1.7516,-1.5518,1.0641,0.0661,0.0382,-0.0608,0.0317,-0.0072,0.0003,0.5650,0.1800,0.3889,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0653,0.0383,-0.0607,0.0311,-0.0066,-0.0005,0.6327,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
26,0.0,1.3902,-0.0308,False,False,False,-0.5145,5.6628,0.7780,-1.7501,-1.5521,1.0641,0.1791,0.1035,-0.1649,0.0860,-0.0195,0.0007,0.5490,0.1774,0.3888,1.0689,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0577,0.0113,0.0540,-0.0635,-0.0642,0.0112,-1.8049,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
27,0.0,1.3921,-0.0129,False,False,False,-0.5138,5.6635,0.7779,-1.7506,-1.5521,1.0639,0.0364,0.0768,-0.0168,-0.0468,-0.0003,-0.0206,0.4890,0.1740,0.3898,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0367,0.0768,-0.0168,-0.0468,-0.0003,-0.0206,-2.2241,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
28,0.0,1.3921,-0.0033,False,False,False,-0.5131,5.6652,0.7776,-1.7515,-1.5521,1.0635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4890,0.1744,0.3903,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0467,0.0541,0.0228,0.0175,-0.0634,0.0454,3.0289,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
29,0.0,1.3927,-0.0024,False,False,False,-0.5131,5.6652,0.7776,-1.7515,-1.5521,1.0635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4890,0.1744,0.3915,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0194,0.0077,-0.0769,0.0708,0.0263,0.0033,-1.3491,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
30,0.0,1.3931,-0.0295,False,False,False,-0.5128,5.6650,0.7801,-1.7555,-1.5551,1.0646,0.0485,-0.0474,0.1485,-0.2810,-0.3073,0.0447,0.4853,0.1755,0.3935,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0250,0.0309,0.0784,0.0508,0.0551,0.0240,0.1067,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
31,0.0,1.3933,-0.0568,False,False,False,-0.5121,5.6642,0.7822,-1.7590,-1.5587,1.0653,0.0693,-0.0770,0.2118,-0.3537,-0.3627,0.0638,0.4781,0.1758,0.3941,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0662,0.0464,0.0186,0.0459,-0.0393,-0.0096,-1.7138,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
32,0.0,1.3937,-0.0307,False,False,False,-0.5124,5.6641,0.7826,-1.7588,-1.5577,1.0653,-0.0236,-0.0616,0.0460,-0.0098,0.4469,0.0052,0.4964,0.1750,0.3943,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0236,0.0368,0.0460,-0.0098,-0.0022,0.0052,2.2495,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
33,0.0,1.3934,-0.0027,False,False,False,-0.5128,5.6630,0.7835,-1.7588,-1.5561,1.0654,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.4954,0.1752,0.3936,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0158,0.0186,-0.0747,0.0375,-0.0663,0.0241,-1.0524,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
34,0.0,1.3963,-0.0053,False,False,False,-0.5128,5.6630,0.7835,-1.7588,-1.5561,1.0654,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.4954,0.1703,0.3953,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0327,-0.0090,-0.0360,-0.0032,0.0629,-0.0129,2.5467,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
35,0.0,1.3974,-0.0416,False,False,False,-0.5166,5.6613,0.7793,-1.7558,-1.5559,1.0689,-0.1962,-0.0987,-0.1683,0.1268,0.0427,0.1563,0.5554,0.1683,0.3961,1.0686,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0720,-0.0359,-0.0629,0.0472,0.0150,0.0579,2.8955,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
36,0.0,1.3973,-0.0406,False,False,False,-0.5166,5.6613,0.7793,-1.7558,-1.5559,1.0689,-0.1962,-0.0987,-0.1683,0.1268,0.0427,0.1563,0.5554,0.1684,0.3959,1.0685,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0028,0.0275,-0.0175,-0.0503,-0.0777,-0.0014,-0.9227,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
37,0.0,1.3967,-0.0119,False,False,False,-0.5203,5.6591,0.7773,-1.7544,-1.5555,1.0715,-0.0542,-0.0645,0.0191,-0.0186,-0.0098,0.0588,0.5391,0.1694,0.3959,1.0685,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0629,-0.0687,0.0170,-0.0170,-0.0092,0.0608,-0.6065,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
38,0.0,1.3967,-0.0023,False,False,False,-0.5214,5.6579,0.7777,-1.7547,-1.5557,1.0726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5387,0.1685,0.3948,1.0685,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0413,0.0434,0.0290,-0.0101,-0.0065,0.0341,2.6014,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
39,0.0,1.3970,-0.0078,False,False,False,-0.5218,5.6583,0.7780,-1.7548,-1.5557,1.0729,-0.0393,0.0452,0.0286,-0.0098,-0.0063,0.0330,0.5587,0.1673,0.3944,1.0684,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0371,-0.0384,-0.0075,0.0033,-0.0198,-0.0061,0.4304,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
40,0.0,1.3967,-0.0293,False,False,False,-0.5227,5.6588,0.7760,-1.7532,-1.5536,1.0708,-0.0548,0.0298,-0.1275,0.1020,0.1406,-0.1378,0.5605,0.1663,0.3933,1.0682,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0289,0.0157,-0.0671,0.0537,0.0740,-0.0725,1.4565,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
41,0.0,1.3950,-0.0133,False,False,False,-0.5241,5.6597,0.7742,-1.7522,-1.5522,1.0682,-0.0691,0.0456,0.0001,-0.0402,-0.0600,-0.0643,0.5230,0.1692,0.3924,1.0682,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0702,0.0460,-0.0017,-0.0388,-0.0580,-0.0663,-1.1359,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
42,0.0,1.3956,-0.0167,False,False,False,-0.5241,5.6597,0.7742,-1.7522,-1.5522,1.0682,-0.0691,0.0456,0.0001,-0.0402,-0.0600,-0.0643,0.5230,0.1694,0.3938,1.0682,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0745,-0.0733,0.0100,-0.0214,0.0735,0.0726,1.7603,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
43,0.0,1.3940,-0.0007,False,False,False,-0.5256,5.6607,0.7742,-1.7530,-1.5533,1.0670,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4830,0.1735,0.3936,1.0686,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0408,-0.0430,-0.0483,-0.0245,-0.0248,0.0708,-1.3040,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
44,0.0,1.3915,-0.0096,False,False,False,-0.5260,5.6603,0.7737,-1.7532,-1.5536,1.0677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4830,0.1770,0.3911,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0741,-0.0155,0.0612,0.0706,-0.0349,-0.0789,2.7445,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
45,0.0,1.3916,-0.0150,False,False,False,-0.5259,5.6603,0.7737,-1.7527,-1.5545,1.0675,-0.0726,0.0160,-0.0657,-0.0241,-0.0620,0.0577,0.5426,0.1769,0.3913,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0715,0.0159,-0.0651,-0.0234,-0.0624,0.0569,2.9440,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
46,0.0,1.3941,-0.0091,False,False,False,-0.5274,5.6605,0.7729,-1.7534,-1.5558,1.0690,0.0063,-0.0041,0.0433,-0.0248,-0.0030,0.0416,0.5258,0.1723,0.3926,1.0688,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0030,-0.0038,0.0420,-0.0253,-0.0042,0.0427,-1.1459,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
47,0.0,1.3953,-0.0040,False,False,False,-0.5273,5.6605,0.7737,-1.7539,-1.5558,1.0698,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4858,0.1690,0.3915,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0557,0.0027,0.0323,-0.0695,-0.0320,-0.0690,-3.0050,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
48,0.0,1.3956,-0.0028,False,False,False,-0.5273,5.6605,0.7737,-1.7539,-1.5558,1.0698,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4858,0.1675,0.3906,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,0.0636,0.0087,-0.0780,0.0296,0.0099,0.0681,-1.4273,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
49,0.0,1.3957,-0.0086,False,False,False,-0.5284,5.6605,0.7732,-1.7546,-1.5558,1.0691,-0.0585,0.0033,-0.0775,-0.0038,0.0346,0.0009,0.4160,0.1689,0.3923,1.0690,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0586,0.0033,-0.0775,-0.0038,0.0346,0.0009,-0.8723,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
50,0.0,1.3956,-0.0020,False,False,False,-0.5296,5.6606,0.7718,-1.7547,-1.5551,1.0691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4231,0.1706,0.3939,1.0689,0.8020,-0.2600,0.0099,0.8020,-0.2600,0.2299,True,-0.0437,0.0794,-0.0560,0.0523,-0.0743,-0.0271,2.0446,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
