Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected,GT_X,GT_Y,GT_Z,Perception_Error_M
11,0.0,1.3067,-0.0200,False,False,False,0.5498,4.7307,0.6672,-1.5621,-0.6970,0.8822,-0.0622,-0.1005,-0.0167,-0.0653,0.1108,-0.0129,0.4707,0.2095,0.5519,0.8449,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0316,-0.0558,-0.0098,-0.0354,0.0594,-0.0082,2.0899,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
12,0.0,1.3067,-0.0133,False,False,False,0.5496,4.7294,0.6677,-1.5627,-0.6955,0.8826,0.0681,0.0425,0.0691,0.0404,-0.0077,0.0599,0.4503,0.2095,0.5519,0.8449,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0672,0.0391,0.0689,0.0394,-0.0061,0.0598,-2.3879,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
13,0.0,1.3073,-0.0165,False,False,False,0.5516,4.7298,0.6682,-1.5619,-0.6958,0.8831,0.0737,-0.0723,-0.0812,-0.0001,-0.0193,-0.0613,0.3903,0.2082,0.5514,0.8455,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0750,-0.0700,-0.0799,0.0007,-0.0195,-0.0602,-2.7802,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
14,0.0,1.3084,-0.0336,False,False,False,0.5548,4.7300,0.6683,-1.5601,-0.6947,0.8836,0.1164,0.1351,0.1098,0.1188,0.0962,0.1089,0.3103,0.2053,0.5483,0.8481,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0627,0.0671,0.0563,0.0625,0.0502,0.0561,-2.7346,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
15,0.0,1.3084,-0.0132,False,False,False,0.5567,4.7331,0.6699,-1.5592,-0.6928,0.8850,0.0290,0.0538,-0.0031,-0.0794,0.0527,-0.0130,0.3295,0.2053,0.5483,0.8481,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0306,0.0628,-0.0016,-0.0777,0.0541,-0.0115,1.7561,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
16,0.0,1.3082,-0.0154,False,False,False,0.5579,4.7349,0.6691,-1.5609,-0.6915,0.8842,0.0553,0.0569,-0.0683,-0.0247,0.0371,-0.0589,0.3174,0.2061,0.5522,0.8446,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0559,0.0588,-0.0684,-0.0262,0.0381,-0.0591,-2.6513,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
17,0.0,1.3092,-0.0160,False,False,False,0.5585,4.7358,0.6673,-1.5608,-0.6902,0.8826,-0.0379,-0.0204,-0.0548,0.0649,0.0534,-0.0481,0.3374,0.2054,0.5524,0.8454,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0369,-0.0193,-0.0561,0.0644,0.0541,-0.0492,2.7944,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
18,0.0,1.3092,-0.0196,False,False,False,0.5562,4.7369,0.6666,-1.5592,-0.6888,0.8804,-0.1061,0.1030,0.0209,0.0236,0.0282,-0.0809,0.4174,0.2054,0.5524,0.8454,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0565,0.0535,0.0100,0.0136,0.0158,-0.0435,2.2237,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
19,0.0,1.3082,-0.0120,False,False,False,0.5550,4.7385,0.6661,-1.5590,-0.6886,0.8795,0.0343,-0.0329,-0.0792,-0.0187,-0.0266,0.0228,0.4491,0.2084,0.5554,0.8430,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0328,-0.0271,-0.0789,-0.0184,-0.0262,0.0216,0.7551,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
20,0.0,1.3090,-0.0097,False,False,False,0.5551,4.7379,0.6645,-1.5594,-0.6886,0.8796,-0.0613,0.0095,-0.0013,0.0020,0.0586,-0.0350,0.4138,0.2075,0.5544,0.8446,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0606,0.0074,-0.0028,0.0016,0.0581,-0.0346,-2.1618,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
21,0.0,1.3090,-0.0216,False,False,False,0.5551,4.7370,0.6643,-1.5575,-0.6877,0.8810,0.0810,-0.0656,-0.0119,0.1215,-0.0171,0.1336,0.3517,0.2075,0.5544,0.8446,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0415,-0.0343,-0.0063,0.0640,-0.0079,0.0696,-1.2684,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
22,0.0,1.3091,-0.0164,False,False,False,0.5556,4.7355,0.6637,-1.5559,-0.6872,0.8836,-0.0723,-0.0471,-0.0464,-0.0182,0.0774,0.0709,0.3037,0.2054,0.5518,0.8459,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0712,-0.0491,-0.0466,-0.0164,0.0772,0.0728,-1.9858,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
23,0.0,1.3090,-0.0150,False,False,False,0.5536,4.7350,0.6635,-1.5560,-0.6865,0.8845,-0.0571,0.0439,0.0659,0.0252,-0.0777,-0.0389,0.3280,0.2057,0.5504,0.8472,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0585,0.0421,0.0650,0.0249,-0.0762,-0.0375,2.8281,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
24,0.0,1.3090,-0.0262,False,False,False,0.5537,4.7379,0.6655,-1.5539,-0.6901,0.8838,0.0788,0.1250,0.0526,0.1049,-0.1381,-0.0005,0.3685,0.2057,0.5504,0.8472,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0404,0.0678,0.0290,0.0557,-0.0742,-0.0010,0.1735,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
25,0.0,1.3056,-0.0060,False,False,False,0.5544,4.7403,0.6666,-1.5526,-0.6925,0.8836,-0.0488,0.0065,0.0327,-0.0137,-0.0511,-0.0195,0.4028,0.2096,0.5537,0.8415,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0477,0.0136,0.0335,-0.0122,-0.0531,-0.0195,0.9906,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
26,0.0,1.3044,-0.0117,False,False,False,0.5535,4.7404,0.6668,-1.5521,-0.6934,0.8840,0.0109,-0.0066,-0.0471,0.0743,0.0092,0.0745,0.3751,0.2111,0.5537,0.8407,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0100,-0.0062,-0.0465,0.0741,0.0082,0.0741,-2.2930,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
27,0.0,1.3044,-0.0063,False,False,False,0.5537,4.7405,0.6655,-1.5504,-0.6934,0.8854,-0.0034,0.0231,-0.0412,0.0271,-0.0172,0.0026,0.3951,0.2111,0.5537,0.8407,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0032,0.0230,-0.0421,0.0285,-0.0170,0.0040,1.2258,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
28,0.0,1.3044,-0.0112,False,False,False,0.5537,4.7409,0.6647,-1.5499,-0.6938,0.8855,-0.0064,0.0439,-0.0784,0.0514,-0.0327,0.0049,0.4151,0.2111,0.5537,0.8407,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0773,-0.0069,-0.0425,0.0327,-0.0630,-0.0343,-1.7395,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
29,0.0,1.3085,-0.0446,False,False,False,0.5582,4.7381,0.6645,-1.5566,-0.6924,0.8918,0.1720,-0.1090,-0.0059,-0.2554,0.0520,0.2416,0.3840,0.2067,0.5540,0.8438,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0500,-0.0316,-0.0017,-0.0743,0.0151,0.0702,-0.2964,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
30,0.0,1.3085,-0.0095,False,False,False,0.5599,4.7362,0.6648,-1.5593,-0.6916,0.8951,-0.0332,-0.0287,0.0365,0.0385,0.0127,0.0363,0.3418,0.2067,0.5540,0.8438,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0311,-0.0332,0.0364,0.0355,0.0133,0.0392,-2.0990,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
31,0.0,1.3085,-0.0198,False,False,False,0.5593,4.7356,0.6655,-1.5585,-0.6914,0.8958,-0.0631,-0.0578,0.0694,0.0732,0.0241,0.0690,0.3218,0.2067,0.5540,0.8438,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0719,0.0154,0.0235,-0.0612,0.0699,-0.0188,1.4475,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
32,0.0,1.3104,-0.0454,False,False,False,0.5585,4.7325,0.6704,-1.5618,-0.6866,0.9020,-0.0284,-0.1198,0.1846,-0.1235,0.1832,0.2391,0.3377,0.2033,0.5519,0.8463,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0082,-0.0348,0.0537,-0.0359,0.0533,0.0695,-0.8949,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
33,0.0,1.3104,-0.0143,False,False,False,0.5582,4.7316,0.6731,-1.5627,-0.6847,0.9057,-0.0000,0.0684,0.0539,0.0590,-0.0296,0.0769,0.3725,0.2033,0.5519,0.8463,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0004,0.0668,0.0561,0.0575,-0.0274,0.0798,1.5648,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
34,0.0,1.3104,-0.0293,False,False,False,0.5582,4.7329,0.6741,-1.5615,-0.6853,0.9071,-0.0000,0.1305,0.1024,0.1121,-0.0562,0.1461,0.3925,0.2033,0.5519,0.8463,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0087,0.0145,0.0590,-0.0648,0.0061,-0.0227,-0.8304,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
35,0.0,1.3096,-0.0507,False,False,False,0.5538,4.7355,0.6684,-1.5568,-0.6877,0.9142,-0.1672,0.0845,-0.2192,0.1816,-0.0933,0.2674,0.4477,0.2044,0.5542,0.8437,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0486,0.0250,-0.0638,0.0528,-0.0271,0.0777,1.0777,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
36,0.0,1.3083,-0.0085,False,False,False,0.5521,4.7364,0.6654,-1.5542,-0.6882,0.9172,0.0296,-0.0110,-0.0345,0.0438,0.0598,-0.0155,0.4726,0.2073,0.5546,0.8432,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0274,-0.0100,-0.0371,0.0459,0.0587,-0.0123,1.1021,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
37,0.0,1.3083,-0.0184,False,False,False,0.5526,4.7362,0.6647,-1.5533,-0.6871,0.9169,0.0560,-0.0209,-0.0656,0.0832,0.1137,-0.0295,0.4793,0.2073,0.5546,0.8432,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0657,-0.0524,0.0510,0.0334,0.0738,0.0546,-0.3560,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
38,0.0,1.3086,-0.0370,False,False,False,0.5475,4.7370,0.6646,-1.5568,-0.6927,0.9134,-0.1946,0.0327,-0.0064,-0.1337,-0.2134,-0.1323,0.5289,0.2073,0.5545,0.8437,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0566,0.0095,-0.0019,-0.0389,-0.0621,-0.0385,1.7157,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
39,0.0,1.3058,-0.0075,False,False,False,0.5447,4.7373,0.6639,-1.5584,-0.6958,0.9119,-0.0515,-0.0169,-0.0598,0.0062,-0.0537,0.0056,0.4979,0.2121,0.5546,0.8428,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0540,-0.0161,-0.0598,0.0046,-0.0562,0.0040,-1.1064,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
40,0.0,1.3058,-0.0174,False,False,False,0.5437,4.7370,0.6628,-1.5583,-0.6968,0.9120,-0.0980,-0.0317,-0.1136,0.0117,-0.1020,0.0106,0.4779,0.2121,0.5546,0.8428,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0033,0.0475,-0.0750,0.0420,-0.0728,0.0160,-3.1304,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
41,0.0,1.3037,-0.0203,False,False,False,0.5430,4.7339,0.6615,-1.5592,-0.6933,0.9094,-0.0269,-0.1160,-0.0484,-0.0357,0.1336,-0.0990,0.5574,0.2149,0.5519,0.8439,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0078,-0.0337,-0.0141,-0.0104,0.0389,-0.0288,2.8642,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
42,0.0,1.3064,-0.0205,False,False,False,0.5423,4.7328,0.6617,-1.5590,-0.6914,0.9075,-0.0337,0.0560,0.0776,0.0632,0.0310,-0.0664,0.6173,0.2124,0.5525,0.8459,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0340,0.0522,0.0770,0.0628,0.0326,-0.0676,2.7247,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
43,0.0,1.3064,-0.0281,False,False,False,0.5417,4.7338,0.6632,-1.5578,-0.6908,0.9063,-0.0640,0.1046,0.1474,0.1201,0.0589,-0.1262,0.6373,0.2124,0.5525,0.8459,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0160,-0.0276,-0.0544,-0.0452,0.0274,-0.0144,-0.9330,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
44,0.0,1.3059,-0.0445,False,False,False,0.5397,4.7355,0.6600,-1.5628,-0.6967,0.9120,-0.0730,0.0494,-0.1213,-0.1898,-0.2259,0.2159,0.5211,0.2130,0.5534,0.8448,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0212,0.0148,-0.0353,-0.0552,-0.0657,0.0628,-2.6048,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
45,0.0,1.3045,-0.0087,False,False,False,0.5385,4.7360,0.6584,-1.5647,-0.6991,0.9148,-0.0391,-0.0040,-0.0157,0.0320,0.0300,0.0247,0.5181,0.2158,0.5515,0.8463,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0400,-0.0034,-0.0171,0.0297,0.0273,0.0273,1.4971,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
46,0.0,1.3045,-0.0114,False,False,False,0.5377,4.7360,0.6581,-1.5641,-0.6986,0.9153,-0.0743,-0.0075,-0.0298,0.0608,0.0570,0.0470,0.5254,0.2158,0.5515,0.8463,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0352,-0.0122,-0.0712,-0.0645,-0.0563,0.0691,2.4973,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
47,0.0,1.3040,-0.0205,False,False,False,0.5379,4.7354,0.6585,-1.5685,-0.6976,0.9129,0.0087,-0.0266,0.0218,-0.2106,0.0440,-0.1141,0.4955,0.2172,0.5512,0.8468,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0032,-0.0098,0.0080,-0.0777,0.0163,-0.0421,0.0138,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
48,0.0,1.3052,-0.0157,False,False,False,0.5383,4.7347,0.6598,-1.5713,-0.6982,0.9100,0.0152,-0.0252,0.0628,-0.0068,-0.0763,-0.0934,0.5461,0.2166,0.5504,0.8491,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0081,-0.0136,0.0333,-0.0063,-0.0396,-0.0506,2.5134,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
49,0.0,1.3052,-0.0203,False,False,False,0.5385,4.7343,0.6607,-1.5713,-0.6993,0.9087,0.0216,-0.0360,0.0896,-0.0098,-0.1088,-0.1332,0.5661,0.2166,0.5504,0.8491,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0669,0.0205,0.0764,0.0239,0.0362,-0.0385,1.4365,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
50,0.0,1.3049,-0.0215,False,False,False,0.5361,4.7321,0.6602,-1.5713,-0.7021,0.9083,-0.1173,-0.1065,-0.0231,0.0026,-0.1348,-0.0175,0.4896,0.2169,0.5516,0.8477,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0433,-0.0393,-0.0085,0.0010,-0.0497,-0.0064,-1.5218,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
51,0.0,1.3033,-0.0245,False,False,False,0.5365,4.7324,0.6582,-1.5720,-0.7056,0.9077,0.1273,0.1130,-0.1075,-0.0464,-0.1127,-0.0294,0.5296,0.2179,0.5474,0.8498,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0655,0.0576,-0.0569,-0.0244,-0.0610,-0.0157,2.8133,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
52,0.0,1.3033,-0.0393,False,False,False,0.5383,4.7340,0.6567,-1.5726,-0.7072,0.9072,0.1816,0.1607,-0.1533,-0.0661,-0.1607,-0.0420,0.5496,0.2179,0.5474,0.8498,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0218,-0.0725,-0.0184,-0.0010,0.0058,-0.0197,0.8389,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
53,0.0,1.3043,-0.0507,False,False,False,0.5345,4.7360,0.6534,-1.5761,-0.7110,0.9031,-0.1832,0.0942,-0.1589,-0.1690,-0.1862,-0.2016,0.4700,0.2180,0.5501,0.8489,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0676,0.0348,-0.0586,-0.0624,-0.0687,-0.0744,-2.5052,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
