Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected
15,0.0,1.3886,-0.0183,False,False,False,-0.4601,4.7599,-0.2416,-1.2938,-0.0889,1.4639,-0.0392,-0.1165,0.0638,0.0240,-0.0610,-0.1405,0.4195,0.1717,0.3946,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0217,-0.0540,0.0359,0.0100,-0.0326,-0.0750,-1.3052,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
16,0.0,1.3883,-0.0329,False,False,False,-0.4606,4.7583,-0.2407,-1.2934,-0.0897,1.4619,-0.0559,-0.1607,0.0910,0.0343,-0.0871,-0.2004,0.4009,0.1706,0.3928,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0349,0.0626,-0.0477,-0.0464,0.0342,0.0302,-1.1162,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
17,0.0,1.3883,-0.0219,False,False,False,-0.4566,4.7577,-0.2407,-1.2936,-0.0911,1.4594,0.1926,-0.0224,0.0004,-0.0085,-0.0681,-0.1207,0.3066,0.1702,0.3925,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0711,-0.0084,0.0002,-0.0031,-0.0251,-0.0445,-2.6915,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
18,0.0,1.3889,-0.0174,False,False,False,-0.4526,4.7581,-0.2410,-1.2944,-0.0912,1.4565,0.1029,0.0515,-0.0174,-0.0436,0.0533,-0.0842,0.3465,0.1672,0.3908,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0566,0.0267,-0.0091,-0.0231,0.0272,-0.0458,1.0096,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
19,0.0,1.3900,-0.0280,False,False,False,-0.4512,4.7589,-0.2412,-1.2950,-0.0904,1.4553,0.1467,0.0733,-0.0248,-0.0622,0.0761,-0.1201,0.3648,0.1666,0.3926,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0120,-0.0226,0.0579,-0.0721,-0.0034,0.0764,-0.2193,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
20,0.0,1.3903,-0.0208,False,False,False,-0.4543,4.7606,-0.2431,-1.2937,-0.0905,1.4549,-0.1527,0.0816,-0.0884,0.0617,-0.0046,-0.0203,0.3411,0.1666,0.3933,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0564,0.0301,-0.0326,0.0228,-0.0017,-0.0075,-0.8286,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
21,0.0,1.3888,-0.0246,False,False,False,-0.4563,4.7616,-0.2442,-1.2930,-0.0906,1.4547,-0.1938,0.1036,-0.1122,0.0784,-0.0059,-0.0257,0.3364,0.1681,0.3917,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0196,-0.0156,0.0788,-0.0438,0.0121,-0.0470,2.4679,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
22,0.0,1.3878,-0.0187,False,False,False,-0.4554,4.7632,-0.2422,-1.2930,-0.0914,1.4539,0.0537,0.1094,0.1317,-0.0030,-0.0514,-0.0473,0.4162,0.1710,0.3923,1.0689,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0282,0.0573,0.0693,-0.0016,-0.0270,-0.0249,2.8349,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
23,0.0,1.3870,-0.0283,False,False,False,-0.4547,4.7648,-0.2403,-1.2930,-0.0921,1.4533,0.0765,0.1563,0.1879,-0.0042,-0.0733,-0.0675,0.4362,0.1726,0.3921,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0086,0.0149,0.0119,0.0434,0.0192,0.0640,1.0299,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
24,0.0,1.3850,-0.0241,False,False,False,-0.4569,4.7660,-0.2386,-1.2907,-0.0924,1.4529,-0.1481,0.0371,0.1053,0.1233,-0.0307,-0.0635,0.4485,0.1764,0.3913,1.0691,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0779,0.0194,0.0555,0.0653,-0.0160,-0.0328,0.2483,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
25,0.0,1.3822,-0.0235,False,False,False,-0.4572,4.7648,-0.2375,-1.2884,-0.0944,1.4539,0.1162,-0.1372,-0.0246,0.0338,-0.1065,0.1226,0.3868,0.1800,0.3889,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0590,-0.0699,-0.0115,0.0196,-0.0565,0.0636,-1.9692,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
26,0.0,1.3833,-0.0031,False,False,False,-0.4555,4.7622,-0.2378,-1.2880,-0.0960,1.4557,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3756,0.1774,0.3888,1.0689,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0553,0.0323,-0.0800,-0.0259,-0.0225,-0.0530,0.4275,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
27,0.0,1.3851,-0.0045,False,False,False,-0.4540,4.7634,-0.2401,-1.2887,-0.0966,1.4541,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3706,0.1740,0.3898,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0381,0.0233,0.0797,0.0497,0.0315,-0.0351,-1.6436,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
28,0.0,1.3852,-0.0087,False,False,False,-0.4538,4.7632,-0.2395,-1.2883,-0.0963,1.4533,-0.0191,-0.0388,-0.0146,-0.0039,-0.0032,-0.0441,0.3923,0.1744,0.3903,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0187,-0.0384,-0.0138,-0.0034,-0.0028,-0.0445,1.3405,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
29,0.0,1.3858,-0.0032,False,False,False,-0.4542,4.7624,-0.2397,-1.2883,-0.0963,1.4524,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4301,0.1744,0.3915,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0100,0.0115,-0.0504,-0.0494,0.0483,-0.0194,2.8243,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
30,0.0,1.3862,-0.0428,False,False,False,-0.4503,4.7636,-0.2371,-1.2848,-0.0930,1.4496,0.1941,0.0497,0.1500,0.1934,0.1389,-0.1274,0.5299,0.1755,0.3935,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0715,0.0185,0.0548,0.0709,0.0517,-0.0472,3.0084,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
31,0.0,1.3864,-0.0118,False,False,False,-0.4472,4.7638,-0.2350,-1.2822,-0.0919,1.4487,0.0545,-0.0499,0.0225,0.0202,-0.0666,0.0659,0.5744,0.1758,0.3941,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0570,-0.0481,0.0244,0.0227,-0.0649,0.0643,2.1406,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
32,0.0,1.3868,-0.0024,False,False,False,-0.4462,4.7628,-0.2346,-1.2818,-0.0932,1.4499,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.5643,0.1750,0.3943,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0031,0.0248,0.0694,-0.0660,0.0052,0.0106,-0.5976,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
33,0.0,1.3867,-0.0310,False,False,False,-0.4434,4.7634,-0.2379,-1.2859,-0.0934,1.4516,0.1360,0.0155,-0.1918,-0.1655,-0.0167,0.0771,0.5052,0.1746,0.3937,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0501,0.0060,-0.0701,-0.0617,-0.0061,0.0286,0.2404,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
34,0.0,1.3894,-0.0164,False,False,False,-0.4417,4.7628,-0.2409,-1.2875,-0.0944,1.4527,-0.0004,-0.0726,-0.0585,0.0519,-0.0796,0.0117,0.5148,0.1703,0.3953,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0013,-0.0740,-0.0609,0.0498,-0.0798,0.0126,1.4731,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
35,0.0,1.3905,-0.0041,False,False,False,-0.4417,4.7611,-0.2420,-1.2865,-0.0960,1.4529,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.5021,0.1683,0.3961,1.0686,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0489,-0.0079,-0.0595,-0.0009,-0.0540,0.0329,-2.6760,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
36,0.0,1.3904,-0.0171,False,False,False,-0.4449,4.7607,-0.2434,-1.2871,-0.0973,1.4551,-0.1318,-0.0172,-0.0396,-0.0276,-0.0392,0.0905,0.5086,0.1683,0.3959,1.0685,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0491,-0.0064,-0.0152,-0.0102,-0.0150,0.0337,1.2516,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
37,0.0,1.3898,-0.0109,False,False,False,-0.4459,4.7604,-0.2437,-1.2876,-0.0984,1.4568,0.0672,-0.0074,0.0194,-0.0164,-0.0596,0.0486,0.4826,0.1694,0.3959,1.0685,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0655,-0.0076,0.0189,-0.0167,-0.0601,0.0498,-0.3922,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
38,0.0,1.3898,-0.0024,False,False,False,-0.4447,4.7603,-0.2433,-1.2879,-0.0995,1.4577,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4533,0.1685,0.3948,1.0685,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0425,-0.0318,-0.0710,0.0426,0.0169,-0.0741,-0.7194,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
39,0.0,1.3901,-0.0279,False,False,False,-0.4464,4.7589,-0.2453,-1.2848,-0.1001,1.4610,-0.1018,-0.0510,-0.0581,0.1287,-0.0363,0.1942,0.3824,0.1673,0.3944,1.0684,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0371,-0.0192,-0.0222,0.0479,-0.0132,0.0709,-0.9823,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
40,0.0,1.3898,-0.0138,False,False,False,-0.4483,4.7588,-0.2455,-1.2828,-0.1002,1.4629,-0.0687,0.0687,0.0464,0.0356,0.0298,-0.0517,0.3818,0.1663,0.3933,1.0682,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0700,0.0677,0.0457,0.0373,0.0293,-0.0492,0.1945,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
41,0.0,1.3881,-0.0011,False,False,False,-0.4496,4.7605,-0.2446,-1.2821,-0.0997,1.4619,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3988,0.1692,0.3924,1.0682,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0053,-0.0752,-0.0167,0.0156,0.0789,0.0542,0.8895,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
42,0.0,1.3887,-0.0464,False,False,False,-0.4511,4.7637,-0.2425,-1.2863,-0.0945,1.4607,-0.0672,0.2038,0.1112,-0.2075,0.2126,-0.0849,0.4902,0.1694,0.3938,1.0682,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0248,0.0737,0.0408,-0.0764,0.0792,-0.0308,2.9233,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
43,0.0,1.3871,-0.0148,False,False,False,-0.4522,4.7671,-0.2404,-1.2893,-0.0923,1.4591,-0.0294,-0.0376,0.0757,-0.0353,-0.0474,-0.0549,0.4780,0.1735,0.3936,1.0686,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0303,-0.0222,0.0771,-0.0379,-0.0447,-0.0560,-1.4655,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
44,0.0,1.3846,0.0005,False,False,False,-0.4528,4.7666,-0.2389,-1.2899,-0.0932,1.4580,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4599,0.1770,0.3911,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0357,-0.0242,-0.0544,-0.0122,-0.0668,0.0015,0.6050,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
45,0.0,1.3846,-0.0231,False,False,False,-0.4526,4.7648,-0.2406,-1.2877,-0.0922,1.4581,0.0317,-0.1055,-0.0721,0.1512,0.1059,0.0014,0.4326,0.1769,0.3913,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0163,-0.0556,-0.0385,0.0795,0.0551,0.0008,-0.3578,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
46,0.0,1.3872,-0.0258,False,False,False,-0.4535,4.7614,-0.2406,-1.2870,-0.0890,1.4581,-0.0849,-0.0974,0.0686,-0.0936,0.1134,-0.0017,0.3648,0.1723,0.3926,1.0688,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0442,-0.0550,0.0351,-0.0471,0.0612,-0.0009,-2.3444,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
47,0.0,1.3884,-0.0046,False,False,False,-0.4547,4.7599,-0.2396,-1.2883,-0.0874,1.4581,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3248,0.1690,0.3915,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,0.0699,-0.0067,-0.0731,-0.0432,0.0314,0.0236,-2.6051,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
48,0.0,1.3887,-0.0119,False,False,False,-0.4548,4.7591,-0.2396,-1.2887,-0.0880,1.4581,-0.0553,-0.0473,0.0495,0.0012,-0.0646,-0.0119,0.3648,0.1675,0.3906,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0284,-0.0250,0.0253,0.0002,-0.0337,-0.0060,0.8978,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
49,0.0,1.3888,-0.0256,False,False,False,-0.4567,4.7580,-0.2381,-1.2864,-0.0879,1.4601,-0.0700,-0.0299,0.0525,0.1515,0.0716,0.1393,0.4375,0.1689,0.3923,1.0690,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0376,-0.0164,0.0283,0.0797,0.0368,0.0731,1.4125,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
50,0.0,1.3887,-0.0025,False,False,False,-0.4577,4.7576,-0.2373,-1.2843,-0.0868,1.4621,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4391,0.1706,0.3939,1.0689,0.8020,-0.2600,0.0190,0.8020,-0.2600,0.2390,False,-0.0699,0.0370,0.0598,-0.0137,-0.0364,-0.0108,-0.5804,grasp,0.8020,-0.2600,0.0190,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
