Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected,GT_X,GT_Y,GT_Z,Perception_Error_M
11,0.0,0.1208,-5.0143,True,False,False,-0.4493,4.7495,-0.2264,-1.2800,-0.1113,1.4791,-0.0608,-0.0088,0.0352,0.0776,0.0785,0.0029,0.0323,0.1614,0.3752,1.0685,0.1813,0.2572,1.0844,0.0000,0.0000,0.0000,False,-0.0609,-0.0087,0.0352,0.0775,0.0787,0.0028,-1.8367,grasp,0.1813,0.2572,1.0844,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3443
12,0.0,0.1214,-5.0024,True,False,False,-0.4601,4.7506,-0.2203,-1.2691,-0.0955,1.4780,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1664,0.3734,1.0687,0.1873,0.2547,1.0828,0.0000,0.0000,0.0000,False,0.0593,-0.0537,-0.0336,-0.0341,-0.0701,-0.0421,-0.6150,grasp,0.1873,0.2547,1.0828,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3393
13,0.0,0.1205,-5.0098,True,False,False,-0.4471,4.7433,-0.2281,-1.2806,-0.1107,1.4692,-0.0732,-0.0088,0.0088,0.0512,0.0295,-0.0485,0.0401,0.1546,0.3784,1.0683,0.1745,0.2608,1.0856,0.0000,0.0000,0.0000,False,-0.0733,-0.0086,0.0089,0.0512,0.0296,-0.0484,1.2834,grasp,0.1745,0.2608,1.0856,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3499
14,0.0,0.1198,-5.0026,True,False,False,-0.4603,4.7474,-0.2256,-1.2743,-0.1032,1.4643,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0206,0.1628,0.3750,1.0684,0.1849,0.2585,1.0852,0.0000,0.0000,0.0000,False,-0.0703,0.0545,0.0579,0.0282,0.0310,-0.0083,0.0720,grasp,0.1849,0.2585,1.0852,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3438
15,0.0,0.1213,-5.0108,True,False,False,-0.4695,4.7602,-0.2153,-1.2733,-0.0976,1.4676,-0.0632,0.0149,0.0316,0.0131,0.0609,0.0334,0.0409,0.1800,0.3667,1.0691,0.2019,0.2483,1.0836,0.0000,0.0000,0.0000,False,-0.0629,0.0148,0.0314,0.0129,0.0608,0.0335,0.2499,grasp,0.2019,0.2483,1.0836,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3309
16,0.0,0.1217,-5.0120,True,False,False,-0.4723,4.7607,-0.2141,-1.2760,-0.0905,1.4769,0.0415,-0.0157,0.0101,-0.0388,-0.0425,0.0614,0.0281,0.1804,0.3667,1.0695,0.2026,0.2479,1.0832,0.0000,0.0000,0.0000,False,0.0418,-0.0158,0.0099,-0.0390,-0.0427,0.0614,-1.9966,grasp,0.2026,0.2479,1.0832,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3301
17,0.0,0.1213,-5.0030,True,False,False,-0.4555,4.7555,-0.2166,-1.2872,-0.1046,1.4887,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0050,0.1709,0.3709,1.0693,0.1924,0.2523,1.0837,0.0000,0.0000,0.0000,False,-0.0098,0.0664,-0.0138,-0.0074,0.0502,0.0452,-2.7586,grasp,0.1924,0.2523,1.0837,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3368
18,0.0,0.1216,-5.0086,True,False,False,-0.4559,4.7665,-0.2226,-1.2871,-0.0957,1.4914,-0.0405,-0.0521,0.0002,0.0306,0.0039,0.0245,0.0399,0.1755,0.3689,1.0695,0.1986,0.2502,1.0831,0.0000,0.0000,0.0000,False,-0.0405,-0.0523,0.0001,0.0306,0.0038,0.0242,0.7080,grasp,0.1986,0.2502,1.0831,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3328
19,0.0,0.1221,-5.0028,True,False,False,-0.4600,4.7537,-0.2239,-1.2812,-0.0989,1.4879,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0135,0.1675,0.3737,1.0690,0.1876,0.2541,1.0832,0.0000,0.0000,0.0000,False,0.0142,-0.0631,-0.0621,-0.0312,-0.0436,0.0003,-2.0887,grasp,0.1876,0.2541,1.0832,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3393
20,0.0,0.1206,-5.0105,True,False,False,-0.4548,4.7460,-0.2336,-1.2873,-0.1069,1.4832,-0.0241,0.0136,-0.0425,-0.0509,0.0091,0.0211,0.0400,0.1558,0.3782,1.0685,0.1753,0.2604,1.0853,0.0000,0.0000,0.0000,False,-0.0241,0.0137,-0.0424,-0.0508,0.0091,0.0210,0.1399,grasp,0.1753,0.2604,1.0853,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3490
21,0.0,0.1207,-5.0027,True,False,False,-0.4583,4.7526,-0.2390,-1.2965,-0.1039,1.4843,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0202,0.1587,0.3770,1.0689,0.1783,0.2592,1.0862,0.0000,0.0000,0.0000,False,0.0545,0.0628,0.0694,-0.0142,-0.0680,0.0796,0.4616,grasp,0.1783,0.2592,1.0862,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3479
22,0.0,0.1214,-5.0138,True,False,False,-0.4469,4.7652,-0.2217,-1.2945,-0.1163,1.4943,-0.0764,0.0673,0.0035,-0.0434,-0.0565,-0.0094,0.0404,0.1747,0.3686,1.0692,0.1965,0.2500,1.0833,0.0000,0.0000,0.0000,False,-0.0765,0.0672,0.0034,-0.0432,-0.0563,-0.0097,1.0947,grasp,0.1965,0.2500,1.0833,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3337
23,0.0,0.1270,-5.0187,True,False,False,-0.4596,4.7679,-0.2216,-1.2933,-0.1151,1.4826,-0.0599,-0.0103,0.1226,0.0572,0.0810,0.0053,0.0598,0.1818,0.3651,1.0692,0.2125,0.2428,1.0834,0.0000,0.0000,0.0000,False,-0.0314,-0.0057,0.0645,0.0303,0.0429,0.0026,2.6938,grasp,0.2125,0.2428,1.0834,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0100,1.3238
24,0.0,0.1210,-5.0033,True,False,False,-0.4634,4.7626,-0.2094,-1.2839,-0.1024,1.4807,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0140,0.1825,0.3654,1.0695,0.2052,0.2472,1.0831,0.0000,0.0000,0.0000,False,0.0376,0.0693,0.0047,-0.0141,-0.0211,-0.0120,-2.1778,grasp,0.2052,0.2472,1.0831,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3287
25,0.0,0.1221,-5.0018,True,False,False,-0.4521,4.7707,-0.2157,-1.2864,-0.1065,1.4764,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0200,0.1838,0.3645,1.0693,0.2066,0.2454,1.0833,0.0000,0.0000,0.0000,False,0.0648,0.0085,-0.0208,0.0093,-0.0155,-0.0031,0.3264,grasp,0.2066,0.2454,1.0833,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3274
26,0.0,0.1217,-5.0121,True,False,False,-0.4399,4.7659,-0.2231,-1.2837,-0.1076,1.4753,0.0696,-0.0281,0.0132,0.0248,0.0580,-0.0181,0.0396,0.1725,0.3699,1.0690,0.1948,0.2511,1.0836,0.0000,0.0000,0.0000,False,0.0694,-0.0283,0.0131,0.0248,0.0581,-0.0181,2.7871,grasp,0.1948,0.2511,1.0836,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3352
27,0.0,0.1211,-5.0063,True,False,False,-0.4334,4.7574,-0.2220,-1.2801,-0.0966,1.4719,-0.0540,0.0223,-0.0071,-0.0196,-0.0070,-0.0365,0.0229,0.1601,0.3760,1.0692,0.1837,0.2582,1.0842,0.0000,0.0000,0.0000,False,-0.0543,0.0223,-0.0072,-0.0197,-0.0071,-0.0364,-2.1990,grasp,0.1837,0.2582,1.0842,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3435
28,0.0,0.1216,-5.0016,True,False,False,-0.4515,4.7612,-0.2249,-1.2858,-0.1010,1.4659,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1698,0.3715,1.0692,0.1911,0.2528,1.0853,0.0000,0.0000,0.0000,False,0.0397,0.0257,-0.0581,0.0268,-0.0393,-0.0351,-0.4250,grasp,0.1911,0.2528,1.0853,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3389
29,0.0,0.1211,-5.0071,True,False,False,-0.4448,4.7633,-0.2349,-1.2811,-0.1087,1.4632,-0.0217,-0.0209,0.0232,-0.0475,0.0360,-0.0335,0.0400,0.1668,0.3726,1.0685,0.1884,0.2545,1.0853,0.0000,0.0000,0.0000,False,-0.0218,-0.0211,0.0234,-0.0476,0.0361,-0.0333,2.4077,grasp,0.1884,0.2545,1.0853,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3407
30,0.0,0.1210,-5.0020,True,False,False,-0.4510,4.7567,-0.2272,-1.2899,-0.1011,1.4633,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1644,0.3741,1.0692,0.1859,0.2563,1.0868,0.0000,0.0000,0.0000,False,0.0616,-0.0591,-0.0456,0.0136,0.0153,0.0275,-1.4131,grasp,0.1859,0.2563,1.0868,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3438
31,0.0,0.1202,-5.0099,True,False,False,-0.4412,4.7459,-0.2346,-1.2861,-0.0994,1.4731,-0.0690,-0.0257,-0.0150,-0.0720,0.0275,0.0251,0.0211,0.1483,0.3816,1.0686,0.1699,0.2647,1.0862,0.0000,0.0000,0.0000,False,-0.0692,-0.0255,-0.0149,-0.0720,0.0274,0.0251,-2.2717,grasp,0.1699,0.2647,1.0862,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3539
32,0.0,0.1204,-5.0027,True,False,False,-0.4566,4.7457,-0.2333,-1.2972,-0.0968,1.4781,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1530,0.3799,1.0691,0.1731,0.2626,1.0871,0.0000,0.0000,0.0000,False,-0.0328,-0.0620,0.0267,-0.0674,0.0473,0.0288,-0.7856,grasp,0.1731,0.2626,1.0871,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3524
33,0.0,0.1202,-5.0111,True,False,False,-0.4608,4.7390,-0.2263,-1.3036,-0.0917,1.4815,-0.0663,-0.0048,-0.0646,0.0060,-0.0102,-0.0427,0.0401,0.1505,0.3814,1.0696,0.1707,0.2643,1.0876,0.0000,0.0000,0.0000,False,-0.0662,-0.0046,-0.0646,0.0063,-0.0104,-0.0428,-0.9517,grasp,0.1707,0.2643,1.0876,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3546
34,0.0,0.1205,-5.0034,True,False,False,-0.4678,4.7450,-0.2366,-1.2948,-0.0984,1.4720,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0202,0.1561,0.3787,1.0688,0.1747,0.2612,1.0874,0.0000,0.0000,0.0000,False,0.0442,-0.0613,-0.0013,-0.0702,-0.0672,-0.0265,1.0923,grasp,0.1747,0.2612,1.0874,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3513
35,0.0,0.1206,-5.0010,True,False,False,-0.4537,4.7387,-0.2325,-1.3028,-0.1123,1.4687,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1500,0.3808,1.0688,0.1672,0.2630,1.0883,0.0000,0.0000,0.0000,False,-0.0672,-0.0109,-0.0245,-0.0502,0.0752,0.0387,3.0773,grasp,0.1672,0.2630,1.0883,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3562
36,0.0,0.1204,-5.0010,True,False,False,-0.4634,4.7444,-0.2334,-1.3028,-0.0966,1.4778,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1537,0.3798,1.0693,0.1728,0.2625,1.0879,0.0000,0.0000,0.0000,False,0.0083,0.0072,0.0709,-0.0323,0.0164,0.0154,0.5479,grasp,0.1728,0.2625,1.0879,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3531
37,0.0,0.1200,-5.0089,True,False,False,-0.4574,4.7500,-0.2182,-1.3005,-0.0964,1.4791,-0.0239,-0.0113,-0.0101,0.0561,0.0317,-0.0374,0.0409,0.1634,0.3749,1.0700,0.1860,0.2582,1.0864,0.0000,0.0000,0.0000,False,-0.0238,-0.0112,-0.0102,0.0564,0.0316,-0.0375,2.7437,grasp,0.1860,0.2582,1.0864,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3441
38,0.0,0.1212,-5.0097,True,False,False,-0.4585,4.7505,-0.2226,-1.2850,-0.0949,1.4717,0.0488,0.0112,0.0235,-0.0277,-0.0668,0.0321,0.0091,0.1631,0.3751,1.0693,0.1836,0.2568,1.0854,0.0000,0.0000,0.0000,False,0.0489,0.0113,0.0235,-0.0277,-0.0669,0.0321,-2.4367,grasp,0.1836,0.2568,1.0854,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3439
39,0.0,0.1215,-5.0019,True,False,False,-0.4457,4.7549,-0.2190,-1.2904,-0.1121,1.4796,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0200,0.1671,0.3723,1.0692,0.1876,0.2535,1.0845,0.0000,0.0000,0.0000,False,0.0045,-0.0765,0.0076,-0.0618,-0.0288,0.0322,-0.4869,grasp,0.1876,0.2535,1.0845,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3402
40,0.0,0.1206,-5.0122,True,False,False,-0.4470,4.7428,-0.2207,-1.2994,-0.1145,1.4836,0.0158,0.0752,-0.0345,-0.0720,-0.0610,0.0139,0.0401,0.1563,0.3775,1.0692,0.1760,0.2597,1.0863,0.0000,0.0000,0.0000,False,0.0157,0.0754,-0.0346,-0.0717,-0.0609,0.0137,-1.2532,grasp,0.1760,0.2597,1.0863,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3493
41,0.0,0.1209,-5.0037,True,False,False,-0.4464,4.7602,-0.2282,-1.3040,-0.1194,1.4821,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0206,0.1684,0.3715,1.0694,0.1888,0.2535,1.0863,0.0000,0.0000,0.0000,False,-0.0458,0.0781,-0.0155,0.0405,-0.0126,0.0107,1.5893,grasp,0.1888,0.2535,1.0863,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3410
42,0.0,0.1214,-5.0131,True,False,False,-0.4567,4.7710,-0.2296,-1.2896,-0.1155,1.4807,-0.0429,-0.0771,0.0242,-0.0359,0.0021,-0.0529,0.0408,0.1815,0.3653,1.0688,0.2028,0.2467,1.0837,0.0000,0.0000,0.0000,False,-0.0428,-0.0774,0.0243,-0.0359,0.0023,-0.0530,-0.4216,grasp,0.2028,0.2467,1.0837,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3300
43,0.0,0.1215,-5.0024,True,False,False,-0.4598,4.7527,-0.2243,-1.2918,-0.1094,1.4708,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1676,0.3724,1.0691,0.1863,0.2535,1.0860,0.0000,0.0000,0.0000,False,-0.0471,-0.0445,0.0111,0.0329,-0.0167,0.0308,1.7749,grasp,0.1863,0.2535,1.0860,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0100,1.3418
44,0.0,0.1214,-5.0194,True,False,False,-0.4653,4.7456,-0.2223,-1.2837,-0.1094,1.4782,-0.0741,-0.0606,0.0604,-0.0522,0.0735,0.0328,0.0399,0.1656,0.3735,1.0687,0.1836,0.2545,1.0846,0.0000,0.0000,0.0000,False,-0.0739,-0.0605,0.0604,-0.0522,0.0736,0.0328,2.2581,grasp,0.1836,0.2545,1.0846,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3424
45,0.0,0.1211,-5.0103,True,False,False,-0.4721,4.7401,-0.2132,-1.2923,-0.0948,1.4831,-0.0079,0.0517,0.0361,0.0422,0.0255,0.0665,0.0402,0.1627,0.3756,1.0696,0.1815,0.2570,1.0855,0.0000,0.0000,0.0000,False,-0.0076,0.0519,0.0359,0.0423,0.0254,0.0664,1.8739,grasp,0.1815,0.2570,1.0855,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3451
46,0.0,0.1218,-5.0030,True,False,False,-0.4654,4.7568,-0.2108,-1.2806,-0.0934,1.4935,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0204,0.1760,0.3688,1.0696,0.1976,0.2496,1.0821,0.0000,0.0000,0.0000,False,-0.0454,-0.0229,-0.0059,0.0322,0.0011,-0.0601,0.9163,grasp,0.1976,0.2496,1.0821,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3321
47,0.0,0.1216,-5.0027,True,False,False,-0.4665,4.7526,-0.2182,-1.2771,-0.0979,1.4759,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0051,0.1715,0.3709,1.0691,0.1916,0.2518,1.0836,0.0000,0.0000,0.0000,False,-0.0436,0.0706,0.0025,0.0366,-0.0437,-0.0723,-2.7526,grasp,0.1916,0.2518,1.0836,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3370
48,0.0,0.1221,-5.0017,True,False,False,-0.4680,4.7660,-0.2207,-1.2737,-0.1079,1.4632,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0200,0.1846,0.3640,1.0686,0.2051,0.2445,1.0836,0.0000,0.0000,0.0000,False,-0.0153,0.0695,0.0755,-0.0085,-0.0501,-0.0716,2.1816,grasp,0.2051,0.2445,1.0836,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3280
49,0.0,0.1303,-5.0318,True,False,False,-0.4622,4.7691,-0.2158,-1.2787,-0.1103,1.4590,-0.0918,-0.0044,-0.1435,0.1292,0.1324,-0.1046,0.0400,0.1880,0.3622,1.0689,0.2221,0.2372,1.0831,0.0000,0.0000,0.0000,False,-0.0481,-0.0027,-0.0758,0.0679,0.0699,-0.0547,3.0003,grasp,0.2221,0.2372,1.0831,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0100,1.3173
50,0.0,0.1217,-5.0029,True,False,False,-0.4658,4.7627,-0.2335,-1.2693,-0.0952,1.4567,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1727,0.3704,1.0685,0.1931,0.2515,1.0845,0.0000,0.0000,0.0000,False,0.0636,-0.0347,0.0327,0.0247,0.0511,-0.0227,2.7159,grasp,0.1931,0.2515,1.0845,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0100,1.3368
51,0.0,0.1208,-5.0034,True,False,False,-0.4491,4.7539,-0.2248,-1.2710,-0.0899,1.4601,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1616,0.3757,1.0689,0.1847,0.2582,1.0850,0.0000,0.0000,0.0000,False,-0.0174,-0.0196,-0.0689,0.0101,0.0615,-0.0509,0.8816,grasp,0.1847,0.2582,1.0850,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3437
52,0.0,0.1204,-5.0023,True,False,False,-0.4529,4.7516,-0.2362,-1.2753,-0.0862,1.4586,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0201,0.1543,0.3795,1.0686,0.1766,0.2625,1.0863,0.0000,0.0000,0.0000,False,-0.0115,0.0428,0.0269,0.0426,0.0619,0.0361,-0.5915,grasp,0.1766,0.2625,1.0863,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.3501
53,0.0,0.1205,-5.0189,True,False,False,-0.4550,4.7598,-0.2267,-1.2723,-0.0825,1.4721,-0.0731,-0.0785,0.0704,-0.0772,0.0175,0.0669,0.0408,0.1661,0.3739,1.0692,0.1907,0.2568,1.0839,0.0000,0.0000,0.0000,False,-0.0731,-0.0786,0.0705,-0.0774,0.0172,0.0670,2.5147,grasp,0.1907,0.2568,1.0839,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.3395
