Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected
223,0.0,1.3777,-0.0212,False,False,False,-0.4461,4.7550,-0.2156,-1.2931,-0.0971,1.4764,-0.1158,0.0908,-0.0156,-0.1108,0.0027,0.1087,0.1992,0.1709,0.3834,1.0697,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0101,-0.0539,-0.0742,-0.0220,-0.0436,-0.0385,-1.9292,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
224,0.0,1.3788,-0.0488,False,False,False,-0.4508,4.7489,-0.2140,-1.2912,-0.1010,1.4827,-0.1771,-0.2358,0.0596,0.0697,-0.1462,0.2387,0.2516,0.1708,0.3861,1.0695,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0515,-0.0684,0.0173,0.0203,-0.0425,0.0694,-0.5443,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
225,0.0,1.3797,-0.0110,False,False,False,-0.4522,4.7451,-0.2132,-1.2899,-0.1028,1.4859,0.0651,-0.0553,0.0109,0.0457,-0.0083,0.0419,0.2233,0.1685,0.3858,1.0693,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0630,-0.0635,0.0116,0.0466,-0.0100,0.0447,-2.5986,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
226,0.0,1.3803,-0.0213,False,False,False,-0.4510,4.7440,-0.2130,-1.2891,-0.1030,1.4867,0.1236,-0.1107,0.0206,0.0869,-0.0157,0.0796,0.2079,0.1669,0.3857,1.0693,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0621,0.0380,0.0578,0.0067,0.0775,-0.0121,2.0541,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
227,0.0,1.3842,-0.0474,False,False,False,-0.4534,4.7373,-0.2188,-1.2875,-0.1082,1.4879,-0.0936,-0.2558,-0.2229,0.0596,-0.1977,0.0444,0.2904,0.1632,0.3914,1.0687,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0272,-0.0740,-0.0648,0.0173,-0.0575,0.0129,-0.2366,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
228,0.0,1.3867,-0.0172,False,False,False,-0.4545,4.7330,-0.2220,-1.2873,-0.1100,1.4879,0.0020,0.0949,-0.0537,-0.0538,0.0539,-0.0566,0.2739,0.1589,0.3927,1.0684,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0009,0.0712,-0.0564,-0.0531,0.0516,-0.0561,-1.8068,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
229,0.0,1.3863,-0.0288,False,False,False,-0.4545,4.7346,-0.2231,-1.2884,-0.1089,1.4868,0.0038,0.1614,-0.1021,-0.1022,0.1024,-0.1076,0.2635,0.1591,0.3921,1.0685,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0048,-0.0292,0.0397,-0.0455,0.0006,-0.0456,-0.3670,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
230,0.0,1.3885,-0.0401,False,False,False,-0.4496,4.7330,-0.2256,-1.2838,-0.1130,1.4891,0.1841,-0.0655,-0.0968,0.1732,-0.1545,0.0861,0.3716,0.1584,0.3967,1.0680,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0535,-0.0189,-0.0282,0.0504,-0.0449,0.0250,2.9201,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
231,0.0,1.3902,-0.0153,False,False,False,-0.4469,4.7314,-0.2275,-1.2820,-0.1142,1.4901,0.0533,-0.0658,-0.0773,-0.0240,0.0634,0.0042,0.3984,0.1561,0.3986,1.0678,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0555,-0.0693,-0.0784,-0.0219,0.0616,0.0052,-1.1604,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
232,0.0,1.3918,-0.0294,False,False,False,-0.4459,4.7303,-0.2290,-1.2824,-0.1130,1.4902,0.1012,-0.1289,-0.1468,-0.0455,0.1205,0.0080,0.3838,0.1535,0.3993,1.0678,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0452,0.0061,0.0515,-0.0420,-0.0229,0.0355,0.2378,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
233,0.0,1.3956,-0.0405,False,False,False,-0.4416,4.7279,-0.2296,-1.2811,-0.1081,1.4837,0.1631,-0.0658,-0.0239,0.0510,0.1857,-0.2480,0.4811,0.1499,0.4039,1.0677,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0474,-0.0197,-0.0069,0.0148,0.0540,-0.0721,1.7692,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
234,0.0,1.3973,-0.0134,False,False,False,-0.4398,4.7271,-0.2306,-1.2810,-0.1065,1.4805,-0.0137,0.0127,-0.0731,-0.0555,-0.0604,-0.0230,0.5312,0.1481,0.4058,1.0676,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0117,0.0101,-0.0734,-0.0549,-0.0582,-0.0260,2.2228,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
235,0.0,1.3973,-0.0226,False,False,False,-0.4401,4.7273,-0.2320,-1.2821,-0.1077,1.4801,-0.0260,0.0224,-0.1389,-0.1055,-0.1148,-0.0437,0.5464,0.1481,0.4060,1.0676,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0085,0.0660,0.0033,0.0303,0.0779,0.0013,-1.7476,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
236,0.0,1.3969,-0.0501,False,False,False,-0.4463,4.7301,-0.2371,-1.2876,-0.1049,1.4759,-0.2351,0.1052,-0.1933,-0.2093,0.1048,-0.1601,0.4264,0.1478,0.4046,1.0677,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0684,0.0306,-0.0562,-0.0609,0.0305,-0.0466,-1.3639,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
237,0.0,1.3961,-0.0107,False,False,False,-0.4491,4.7311,-0.2399,-1.2906,-0.1045,1.4734,-0.0025,-0.0332,-0.0488,-0.0475,-0.0788,-0.0576,0.4137,0.1483,0.4032,1.0678,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0053,-0.0317,-0.0511,-0.0499,-0.0776,-0.0595,0.3533,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
238,0.0,1.3964,-0.0272,False,False,False,-0.4491,4.7304,-0.2408,-1.2915,-0.1060,1.4723,-0.0048,-0.0630,-0.0927,-0.0902,-0.1498,-0.1094,0.4168,0.1478,0.4036,1.0677,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0406,-0.0509,0.0062,-0.0485,-0.0613,0.0565,0.3728,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
239,0.0,1.3982,-0.0338,False,False,False,-0.4460,4.7268,-0.2422,-1.2928,-0.1073,1.4698,0.1524,-0.1772,-0.0680,-0.0669,-0.0639,-0.1204,0.4987,0.1462,0.4059,1.0676,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0562,-0.0651,-0.0251,-0.0247,-0.0236,-0.0444,2.8627,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
240,0.0,1.4016,-0.0341,False,False,False,-0.4462,4.7250,-0.2422,-1.2927,-0.1101,1.4671,-0.1431,0.1091,0.0562,0.0623,-0.1292,-0.0744,0.5783,0.1416,0.4088,1.0674,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0734,0.0491,0.0287,0.0319,-0.0688,-0.0407,2.6643,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
241,0.0,1.3983,-0.0361,False,False,False,-0.4483,4.7265,-0.2414,-1.2919,-0.1119,1.4661,-0.2041,0.1500,0.0802,0.0888,-0.1843,-0.1061,0.5983,0.1473,0.4074,1.0674,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0014,-0.0143,-0.0443,-0.0474,0.0238,0.0324,2.8758,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
242,0.0,1.3965,-0.0351,False,False,False,-0.4490,4.7310,-0.2444,-1.2961,-0.1139,1.4679,-0.0364,0.1876,-0.1446,-0.2025,-0.0984,0.0905,0.6714,0.1504,0.4064,1.0676,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0134,0.0698,-0.0534,-0.0747,-0.0363,0.0334,2.9933,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
243,0.0,1.3944,-0.0110,False,False,False,-0.4492,4.7362,-0.2482,-1.3010,-0.1170,1.4705,0.0786,-0.0431,0.0245,0.0643,-0.0363,0.0060,0.6538,0.1534,0.4048,1.0678,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0780,-0.0360,0.0223,0.0613,-0.0378,0.0074,0.6834,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
244,0.0,1.3948,-0.0255,False,False,False,-0.4478,4.7354,-0.2477,-1.2998,-0.1177,1.4706,0.1493,-0.0778,0.0465,0.1222,-0.0690,0.0114,0.6371,0.1526,0.4050,1.0677,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0287,0.0402,-0.0581,-0.0607,-0.0654,0.0452,-0.2501,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
245,0.0,1.3965,-0.0247,False,False,False,-0.4469,4.7345,-0.2489,-1.3020,-0.1153,1.4692,0.0420,-0.0436,-0.0545,-0.1070,0.1151,-0.0702,0.5863,0.1499,0.4058,1.0677,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0155,-0.0161,-0.0201,-0.0395,0.0425,-0.0259,0.9277,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
246,0.0,1.3990,-0.0162,False,False,False,-0.4450,4.7331,-0.2498,-1.3057,-0.1118,1.4668,0.0720,-0.0014,0.0547,-0.0709,0.0375,-0.0389,0.5631,0.1462,0.4073,1.0678,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0731,-0.0043,0.0532,-0.0739,0.0407,-0.0409,0.9374,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
247,0.0,1.3994,-0.0233,False,False,False,-0.4436,4.7330,-0.2488,-1.3071,-0.1111,1.4661,0.1367,-0.0043,0.1039,-0.1348,0.0712,-0.0739,0.5587,0.1457,0.4074,1.0679,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0346,0.0735,-0.0583,-0.0708,-0.0057,0.0264,2.1341,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
248,0.0,1.3974,-0.0225,False,False,False,-0.4447,4.7350,-0.2479,-1.3098,-0.1143,1.4656,-0.0515,0.0960,0.0424,-0.1323,-0.1556,-0.0242,0.5781,0.1488,0.4062,1.0681,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0190,0.0354,0.0157,-0.0488,-0.0574,-0.0089,1.7470,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
249,0.0,1.3957,-0.0121,False,False,False,-0.4458,4.7369,-0.2468,-1.3110,-0.1155,1.4656,-0.0458,0.0445,0.0624,0.0449,0.0788,0.0273,0.6022,0.1517,0.4051,1.0683,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0465,0.0484,0.0630,0.0432,0.0769,0.0270,2.2481,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
250,0.0,1.3948,-0.0018,False,False,False,-0.4467,4.7379,-0.2456,-1.3102,-0.1140,1.4661,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.5906,0.1531,0.4044,1.0683,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0204,0.0386,-0.0283,-0.0649,-0.0486,-0.0397,-1.0418,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
251,0.0,1.3950,-0.0337,False,False,False,-0.4501,4.7347,-0.2443,-1.3082,-0.1139,1.4634,-0.1550,-0.1745,0.0773,0.1276,0.0257,-0.1113,0.5160,0.1519,0.4039,1.0682,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0574,-0.0640,0.0282,0.0464,0.0090,-0.0415,0.0924,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
252,0.0,1.3952,-0.0105,False,False,False,-0.4514,4.7326,-0.2432,-1.3069,-0.1140,1.4618,0.0615,0.0315,0.0065,-0.0304,-0.0368,-0.0129,0.4656,0.1507,0.4033,1.0681,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0595,0.0270,0.0074,-0.0288,-0.0365,-0.0143,-1.4123,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
253,0.0,1.3951,-0.0035,False,False,False,-0.4503,4.7332,-0.2431,-1.3075,-0.1147,1.4616,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.4606,0.1509,0.4031,1.0682,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0244,-0.0614,-0.0764,0.0031,-0.0539,-0.0140,1.5416,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
254,0.0,1.3918,-0.0292,False,False,False,-0.4529,4.7357,-0.2423,-1.3071,-0.1180,1.4583,-0.1378,0.1611,0.0775,0.0145,-0.1327,-0.1537,0.3942,0.1542,0.3994,1.0683,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0506,0.0582,0.0278,0.0054,-0.0495,-0.0569,-1.6186,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
255,0.0,1.3893,-0.0146,False,False,False,-0.4545,4.7379,-0.2407,-1.3076,-0.1201,1.4570,0.0104,-0.0881,0.0618,-0.0616,-0.0482,0.0668,0.3650,0.1574,0.3969,1.0684,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0086,-0.0759,0.0628,-0.0614,-0.0499,0.0648,-0.5818,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
256,0.0,1.3899,-0.0025,False,False,False,-0.4543,4.7362,-0.2395,-1.3087,-0.1210,1.4582,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3684,0.1566,0.3973,1.0684,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0105,0.0143,0.0569,-0.0621,-0.0104,0.0585,0.2679,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
257,0.0,1.3887,-0.0322,False,False,False,-0.4550,4.7392,-0.2376,-1.3136,-0.1193,1.4549,-0.0285,0.1378,0.0624,-0.2082,0.0904,-0.1893,0.4319,0.1602,0.3977,1.0688,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0106,0.0509,0.0236,-0.0775,0.0332,-0.0693,1.1030,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
258,0.0,1.3872,-0.0138,False,False,False,-0.4548,4.7419,-0.2366,-1.3167,-0.1188,1.4532,0.0593,0.0520,0.0215,-0.0420,-0.0713,0.0739,0.4027,0.1620,0.3960,1.0691,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0590,0.0585,0.0223,-0.0447,-0.0702,0.0715,-2.4783,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
259,0.0,1.3865,-0.0010,False,False,False,-0.4537,4.7430,-0.2362,-1.3175,-0.1202,1.4546,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3671,0.1623,0.3945,1.0691,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0507,-0.0013,0.0060,0.0726,0.0219,-0.0696,-1.3670,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
260,0.0,1.3866,-0.0283,False,False,False,-0.4543,4.7449,-0.2400,-1.3187,-0.1186,1.4552,-0.0527,0.0935,-0.1864,-0.0953,0.0634,0.0592,0.3802,0.1621,0.3946,1.0691,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0189,0.0345,-0.0687,-0.0344,0.0236,0.0211,0.2528,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
261,0.0,1.3868,-0.0105,False,False,False,-0.4550,4.7455,-0.2431,-1.3198,-0.1175,1.4555,-0.0108,-0.0647,-0.0707,0.0125,0.0290,-0.0434,0.3469,0.1618,0.3948,1.0691,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0114,-0.0635,-0.0730,0.0113,0.0298,-0.0427,-1.7218,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
262,0.0,1.3882,-0.0046,False,False,False,-0.4552,4.7440,-0.2444,-1.3196,-0.1170,1.4546,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.3503,0.1588,0.3950,1.0690,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0557,-0.0346,-0.0231,0.0023,0.0461,0.0122,2.6308,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
263,0.0,1.3890,-0.0453,False,False,False,-0.4586,4.7479,-0.2467,-1.3237,-0.1149,1.4523,-0.1905,0.2079,-0.0997,-0.2015,0.0804,-0.1191,0.4499,0.1585,0.3966,1.0689,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0697,0.0761,-0.0370,-0.0743,0.0301,-0.0438,0.8711,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
264,0.0,1.3873,-0.0082,False,False,False,-0.4611,4.7507,-0.2477,-1.3267,-0.1133,1.4506,-0.0041,-0.0474,0.0236,-0.0378,0.0565,-0.0237,0.5082,0.1631,0.3971,1.0691,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0065,-0.0378,0.0223,-0.0404,0.0575,-0.0252,2.6278,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
265,0.0,1.3862,-0.0005,False,False,False,-0.4612,4.7499,-0.2473,-1.3274,-0.1122,1.4501,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.5478,0.1660,0.3973,1.0693,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0765,-0.0684,-0.0741,-0.0757,-0.0430,-0.0223,-0.7732,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
266,0.0,1.4583,-0.0746,False,False,False,-0.3846,4.6823,-0.3219,-1.4024,-0.1563,1.4283,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.3016,0.0457,0.4367,1.0618,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0123,0.0301,-0.0680,0.0280,0.0341,0.0629,0.2353,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
267,0.0,1.4590,-0.0258,False,False,False,-0.3858,4.6810,-0.3224,-1.4034,-0.1579,1.4268,-0.0813,-0.0861,-0.0350,-0.0652,-0.1052,-0.0985,0.3742,0.0466,0.4392,1.0618,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,-0.0428,-0.0453,-0.0184,-0.0343,-0.0554,-0.0519,2.1411,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
268,0.0,1.4600,-0.0030,False,False,False,-0.3884,4.6779,-0.3236,-1.4055,-0.1613,1.4236,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.3977,0.0457,0.4405,1.0615,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0401,0.0563,0.0012,-0.0565,-0.0583,-0.0707,-2.5369,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
269,0.0,1.4591,-0.0019,False,False,False,-0.3872,4.6797,-0.3235,-1.4071,-0.1630,1.4216,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.3450,0.0461,0.4387,1.0618,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,False,0.0254,0.0427,-0.0668,0.0261,0.0194,-0.0375,-1.3330,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
270,0.0,1.3803,-0.0148,False,False,False,-3.2095,3.5301,0.9614,3.5414,1.3197,-3.0528,-0.0472,0.0591,-0.0147,-0.0548,0.0526,-0.0729,0.0160,0.1986,0.3842,1.0711,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0472,0.0591,-0.0147,-0.0548,0.0526,-0.0729,-2.4813,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
271,0.0,1.3803,-0.0202,False,False,False,-3.2098,3.5319,0.9618,3.5410,1.3214,-3.0546,0.0604,0.0696,0.0670,0.0653,0.0754,-0.0437,0.0628,0.1986,0.3842,1.0711,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0592,0.0712,0.0668,0.0643,0.0764,-0.0450,2.9472,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
272,0.0,1.3836,-0.0174,False,False,False,-3.2093,3.5337,0.9634,3.5425,1.3233,-3.0562,-0.0653,0.0377,0.0353,0.0195,0.0394,-0.0680,0.1228,0.1947,0.3870,1.0715,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0638,0.0409,0.0366,0.0207,0.0408,-0.0688,0.6543,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
273,0.0,1.3819,-0.0225,False,False,False,-3.2106,3.5344,0.9640,3.5428,1.3240,-3.0574,-0.1238,0.0739,0.0671,0.0370,0.0749,-0.1292,0.1428,0.1971,0.3861,1.0713,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0625,0.0463,0.0700,-0.0204,0.0376,0.0322,-2.1966,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
274,0.0,1.3835,-0.0268,False,False,False,-3.2106,3.5344,0.9640,3.5428,1.3240,-3.0574,-0.1238,0.0739,0.0671,0.0370,0.0749,-0.1292,0.1428,0.1943,0.3865,1.0715,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0633,0.0158,-0.0717,-0.0340,-0.0566,-0.0667,-0.9668,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
275,0.0,1.3835,-0.0309,False,False,False,-3.2138,3.5368,0.9673,3.5396,1.3270,-3.0541,-0.1515,0.1171,0.1547,-0.1567,0.1445,0.1590,0.1314,0.1943,0.3865,1.0715,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0560,0.0430,0.0571,-0.0578,0.0533,0.0587,-2.2472,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
276,0.0,1.3834,-0.0558,False,False,False,-3.2157,3.5382,0.9692,3.5376,1.3288,-3.0521,-0.1923,0.1486,0.1963,-0.1988,0.1833,0.2018,0.1296,0.1951,0.3874,1.0712,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0067,-0.0141,0.0646,-0.0321,0.0139,-0.0285,2.8901,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
277,0.0,1.3811,-0.0089,False,False,False,-3.2179,3.5404,0.9720,3.5355,1.3313,-3.0490,0.0433,-0.0123,0.0492,0.0250,0.0277,0.0726,0.1680,0.1988,0.3859,1.0713,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0377,-0.0052,0.0515,0.0226,0.0298,0.0750,1.0471,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
278,0.0,1.3811,-0.0233,False,False,False,-3.2171,3.5402,0.9730,3.5359,1.3318,-3.0476,0.0789,-0.0181,0.0935,0.0474,0.0525,0.1380,0.1880,0.1988,0.3859,1.0713,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0535,0.0770,-0.0533,-0.0203,0.0340,0.0587,-2.3561,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
279,0.0,1.3803,-0.0219,False,False,False,-3.2171,3.5402,0.9730,3.5359,1.3318,-3.0476,0.0789,-0.0181,0.0935,0.0474,0.0525,0.1380,0.1880,0.1990,0.3851,1.0709,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0444,-0.0506,-0.0377,0.0689,-0.0152,-0.0602,0.8695,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
280,0.0,1.3812,-0.0497,False,False,False,-3.2179,3.5469,0.9706,3.5311,1.3280,-3.0409,-0.0321,0.2600,-0.0889,-0.1861,-0.1464,0.2543,0.2752,0.1980,0.3859,1.0710,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0093,0.0754,-0.0259,-0.0541,-0.0426,0.0740,0.2251,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
