Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected,GT_X,GT_Y,GT_Z,Perception_Error_M
195,0.0,0.2134,0.0010,False,False,False,2.0427,4.7040,1.9903,-1.9712,-1.5763,0.0043,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1914,-0.3231,0.3432,0.1424,-0.1789,0.4106,0.0001,0.0000,0.0000,0.0000,False,0.0571,-0.0410,0.0189,0.0325,0.0038,0.0708,-1.8876,grasp,-0.1789,0.4106,0.0001,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1880
196,0.0,0.2134,-0.0121,False,False,False,2.0433,4.7035,1.9905,-1.9709,-1.5763,0.0050,0.0579,-0.0446,0.0195,0.0339,0.0040,0.0708,0.1883,-0.3231,0.3432,0.1424,-0.1789,0.4106,0.0001,0.0000,0.0000,0.0000,False,0.0583,0.0761,-0.0727,-0.0499,-0.0654,-0.0180,1.0678,grasp,-0.1789,0.4106,0.0001,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1880
197,0.0,0.2171,-5.0137,True,False,False,2.0433,4.7035,1.9905,-1.9709,-1.5763,0.0050,0.0579,-0.0446,0.0195,0.0339,0.0040,0.0708,0.1883,-0.3231,0.3432,0.1424,-0.1762,0.4125,-0.0018,0.0000,0.0000,0.0000,False,-0.0478,-0.0192,-0.0648,-0.0362,-0.0055,0.0151,-2.8700,grasp,-0.1762,0.4125,-0.0018,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1880
198,0.0,0.2294,-5.0031,True,False,False,2.0361,4.6986,1.9820,-1.9762,-1.5757,0.0057,0.0051,-0.0058,0.0118,0.0042,0.0061,-0.0075,0.0032,-0.3233,0.3498,0.1598,-0.1751,0.4204,-0.0005,0.0000,0.0000,0.0000,False,-0.0245,0.0570,-0.0297,-0.0786,0.0235,0.0713,1.5968,grasp,-0.1751,0.4204,-0.0005,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1907
199,0.0,0.2271,-5.0015,True,False,False,2.0355,4.7018,1.9828,-1.9816,-1.5720,0.0096,0.0070,-0.0118,0.0127,0.0134,0.0015,-0.0149,0.0000,-0.3245,0.3509,0.1588,-0.1781,0.4207,-0.0002,0.0000,0.0000,0.0000,False,-0.0098,-0.0251,-0.0273,-0.0503,0.0652,-0.0333,-0.3329,grasp,-0.1781,0.4207,-0.0002,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1933
200,0.0,0.2272,-5.0021,True,False,False,2.0367,4.6982,1.9847,-1.9804,-1.5693,0.0050,0.0050,-0.0061,0.0096,0.0114,-0.0026,-0.0077,0.0007,-0.3251,0.3490,0.1594,-0.1795,0.4195,-0.0002,0.0000,0.0000,0.0000,False,-0.0663,-0.0518,-0.0161,-0.0623,0.0755,-0.0058,1.4272,grasp,-0.1795,0.4195,-0.0002,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1938
201,0.0,0.2302,-5.0056,True,False,False,2.0302,4.6908,1.9851,-1.9850,-1.5612,0.0026,0.0150,0.0052,0.0090,0.0183,-0.0150,-0.0039,0.0000,-0.3253,0.3509,0.1631,-0.1801,0.4229,-0.0003,0.0000,0.0000,0.0000,False,0.0751,-0.0400,-0.0064,-0.0021,-0.0383,-0.0113,0.3901,grasp,-0.1801,0.4229,-0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1962
202,0.0,0.2296,-5.0017,True,False,False,2.0364,4.6906,1.9870,-1.9808,-1.5661,0.0012,0.0055,0.0056,0.0062,0.0120,-0.0076,-0.0019,0.0007,-0.3254,0.3478,0.1618,-0.1798,0.4199,-0.0004,0.0000,0.0000,0.0000,False,-0.0490,-0.0112,-0.0742,0.0455,-0.0179,0.0510,2.8807,grasp,-0.1798,0.4199,-0.0004,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1942
203,0.0,0.2300,-5.0023,True,False,False,2.0359,4.6914,1.9857,-1.9764,-1.5685,0.0027,0.0063,0.0042,0.0081,0.0052,-0.0039,-0.0041,0.0007,-0.3244,0.3479,0.1618,-0.1775,0.4189,-0.0004,0.0000,0.0000,0.0000,False,-0.0251,0.0221,-0.0315,0.0702,0.0729,0.0085,-1.2520,grasp,-0.1775,0.4189,-0.0004,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1918
204,0.0,0.2138,-5.0034,True,False,False,2.0365,4.6932,1.9865,-1.9726,-1.5668,0.0020,0.0055,0.0015,0.0070,-0.0005,-0.0066,-0.0031,0.5977,-0.3245,0.3462,0.1366,-0.1756,0.4160,-0.0002,0.0000,0.0000,0.0000,False,-0.0557,0.0335,-0.0522,0.0647,0.0609,-0.0644,-2.5302,grasp,-0.1756,0.4160,-0.0002,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1886
205,0.0,0.2258,-5.0022,True,False,False,2.0357,4.6948,1.9862,-1.9704,-1.5660,-0.0010,0.0066,-0.0009,0.0074,-0.0039,-0.0076,0.0016,0.0093,-0.3240,0.3458,0.1585,-0.1791,0.4153,-0.0000,0.0000,0.0000,0.0000,False,-0.0580,0.0190,0.0778,0.0136,0.0592,-0.0312,-2.0840,grasp,-0.1791,0.4153,-0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1911
206,0.0,0.2226,-0.0177,False,False,False,2.0360,4.6947,1.9901,-1.9716,-1.5655,-0.0024,0.0734,-0.0524,-0.0559,-0.0712,0.0255,-0.0597,0.0298,-0.3231,0.3442,0.1560,-0.1795,0.4128,0.0003,0.0000,0.0000,0.0000,False,0.0735,-0.0524,-0.0559,-0.0712,0.0254,-0.0597,-1.9124,grasp,-0.1795,0.4128,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
207,0.0,0.2226,-0.0171,False,False,False,2.0360,4.6947,1.9901,-1.9716,-1.5655,-0.0024,0.0734,-0.0524,-0.0559,-0.0712,0.0255,-0.0597,0.0298,-0.3231,0.3442,0.1560,-0.1795,0.4128,0.0003,0.0000,0.0000,0.0000,False,-0.0087,0.0574,-0.0209,0.0228,0.0213,-0.0647,2.2318,grasp,-0.1795,0.4128,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
208,0.0,0.2228,-0.0187,False,False,False,2.0360,4.6947,1.9901,-1.9716,-1.5655,-0.0024,0.0734,-0.0524,-0.0559,-0.0712,0.0255,-0.0597,0.0298,-0.3231,0.3442,0.1560,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,0.0188,-0.0118,-0.0364,0.0707,-0.0739,-0.0468,-0.6443,grasp,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
209,0.0,0.2228,-0.0127,False,False,False,2.0374,4.6943,1.9893,-1.9736,-1.5656,-0.0039,0.0031,0.0592,0.0251,-0.0622,-0.0575,-0.0397,0.0823,-0.3231,0.3442,0.1560,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,0.0045,0.0575,0.0241,-0.0636,-0.0570,-0.0409,2.5303,grasp,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
210,0.0,0.2203,-0.0109,False,False,False,2.0369,4.6959,1.9899,-1.9755,-1.5673,-0.0044,-0.0506,0.0451,0.0058,-0.0729,-0.0629,0.0190,0.1422,-0.3243,0.3449,0.1516,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,-0.0505,0.0467,0.0063,-0.0740,-0.0640,0.0183,0.4498,grasp,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
211,0.0,0.2203,-0.0026,False,False,False,2.0360,4.6968,1.9900,-1.9769,-1.5685,-0.0041,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1819,-0.3243,0.3449,0.1516,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,-0.0363,-0.0370,-0.0729,-0.0475,0.0637,-0.0706,1.4831,grasp,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
212,0.0,0.2159,-0.0264,False,False,False,2.0350,4.6957,1.9879,-1.9782,-1.5666,-0.0061,-0.0672,-0.0722,-0.1387,-0.0877,0.1233,-0.1348,0.2219,-0.3238,0.3465,0.1464,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,-0.0061,0.0593,0.0620,0.0364,0.0735,0.0591,-2.2099,grasp,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
213,0.0,0.2159,-0.0309,False,False,False,2.0350,4.6957,1.9879,-1.9782,-1.5666,-0.0061,-0.0672,-0.0722,-0.1387,-0.0877,0.1233,-0.1348,0.2219,-0.3238,0.3465,0.1464,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,-0.0619,-0.0383,-0.0694,0.0311,0.0367,-0.0041,0.5983,grasp,-0.1794,0.4129,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
214,0.0,0.2185,-0.0042,False,False,False,2.0340,4.6943,1.9864,-1.9802,-1.5653,-0.0082,-0.0011,-0.0303,0.0611,-0.0766,-0.0405,-0.0135,0.2803,-0.3238,0.3465,0.1464,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,-0.0021,-0.0317,0.0582,-0.0779,-0.0388,-0.0154,2.0968,grasp,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
215,0.0,0.2185,-0.0111,False,False,False,2.0340,4.6943,1.9864,-1.9802,-1.5653,-0.0082,-0.0011,-0.0303,0.0611,-0.0766,-0.0405,-0.0135,0.2803,-0.3238,0.3465,0.1464,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,0.0062,-0.0169,-0.0318,-0.0238,-0.0121,0.0044,-2.5468,grasp,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
216,0.0,0.2171,0.0003,False,False,False,2.0340,4.6937,1.9875,-1.9817,-1.5661,-0.0085,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.3403,-0.3247,0.3487,0.1446,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,-0.0793,-0.0790,-0.0032,0.0761,-0.0617,-0.0135,-2.3857,grasp,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
217,0.0,0.2156,-0.0170,False,False,False,2.0351,4.6935,1.9874,-1.9800,-1.5653,-0.0096,0.1241,0.0385,-0.0097,0.0585,0.0896,-0.0673,0.3693,-0.3245,0.3486,0.1423,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,0.0645,0.0195,-0.0052,0.0315,0.0465,-0.0356,-0.0895,grasp,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
218,0.0,0.2156,-0.0149,False,False,False,2.0376,4.6947,1.9866,-1.9787,-1.5641,-0.0103,0.0731,0.0641,-0.0583,0.0499,-0.0024,0.0278,0.3312,-0.3245,0.3486,0.1423,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,0.0751,0.0646,-0.0585,0.0507,-0.0012,0.0268,-2.6448,grasp,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
219,0.0,0.2156,-0.0136,False,False,False,2.0376,4.6947,1.9866,-1.9787,-1.5641,-0.0103,0.0731,0.0641,-0.0583,0.0499,-0.0024,0.0278,0.3312,-0.3245,0.3486,0.1423,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,-0.0082,-0.0758,-0.0215,-0.0110,0.0308,-0.0190,0.6318,grasp,-0.1776,0.4181,0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
220,0.0,0.2168,-0.0145,False,False,False,2.0376,4.6947,1.9866,-1.9787,-1.5641,-0.0103,0.0731,0.0641,-0.0583,0.0499,-0.0024,0.0278,0.3312,-0.3245,0.3486,0.1423,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,0.0416,0.0451,-0.0030,-0.0548,-0.0183,0.0188,-0.5169,grasp,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
221,0.0,0.2199,-0.0055,False,False,False,2.0390,4.6959,1.9855,-1.9777,-1.5641,-0.0098,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.2912,-0.3268,0.3466,0.1437,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,-0.0000,0.0278,0.0065,0.0491,-0.0281,0.0761,-2.6783,grasp,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
222,0.0,0.2199,-0.0098,False,False,False,2.0390,4.6962,1.9856,-1.9773,-1.5644,-0.0090,-0.0014,0.0266,0.0076,0.0482,-0.0281,0.0756,0.2712,-0.3268,0.3466,0.1437,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,0.0056,0.0177,-0.0018,0.0709,0.0110,-0.0577,-1.2536,grasp,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
223,0.0,0.2199,-0.0225,False,False,False,2.0401,4.6969,1.9838,-1.9750,-1.5666,-0.0067,0.0789,0.0134,-0.1310,0.0860,-0.1096,0.0573,0.3112,-0.3264,0.3463,0.1441,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,0.0415,0.0075,-0.0688,0.0462,-0.0582,0.0316,0.9610,grasp,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1900
224,0.0,0.2199,-0.0092,False,False,False,2.0412,4.6965,1.9814,-1.9734,-1.5682,-0.0062,-0.0012,-0.0583,-0.0490,0.0423,-0.0010,-0.0298,0.3366,-0.3264,0.3463,0.1441,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,-0.0001,-0.0581,-0.0509,0.0436,-0.0025,-0.0290,-0.3656,grasp,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
225,0.0,0.2199,-0.0092,False,False,False,2.0412,4.6965,1.9814,-1.9734,-1.5682,-0.0062,-0.0012,-0.0583,-0.0490,0.0423,-0.0010,-0.0298,0.3366,-0.3264,0.3463,0.1441,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,0.0102,0.0607,-0.0718,-0.0490,0.0094,0.0653,-1.4071,grasp,-0.1770,0.4221,0.0016,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
226,0.0,0.2187,-5.0086,True,False,False,2.0412,4.6965,1.9814,-1.9734,-1.5682,-0.0062,-0.0012,-0.0583,-0.0490,0.0423,-0.0010,-0.0298,0.3366,-0.3264,0.3463,0.1441,-0.1795,0.4191,-0.0007,0.0000,0.0000,0.0000,False,-0.0475,0.0124,-0.0248,-0.0609,-0.0603,0.0112,-0.9806,grasp,-0.1795,0.4191,-0.0007,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1900
227,0.0,0.2315,-5.0041,True,False,False,2.0364,4.6963,1.9813,-1.9785,-1.5746,-0.0037,0.0049,-0.0029,0.0134,0.0076,0.0050,0.0051,0.0036,-0.3241,0.3504,0.1614,-0.1761,0.4240,-0.0006,0.0000,0.0000,0.0000,False,-0.0726,0.0087,-0.0637,-0.0642,0.0738,0.0329,-0.6806,grasp,-0.1761,0.4240,-0.0006,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1936
228,0.0,0.2303,-5.0023,True,False,False,2.0351,4.6959,1.9825,-1.9788,-1.5707,-0.0012,0.0076,-0.0026,0.0132,0.0090,-0.0005,0.0018,0.0007,-0.3244,0.3500,0.1613,-0.1775,0.4226,-0.0005,0.0000,0.0000,0.0000,False,-0.0209,0.0663,0.0499,0.0245,0.0186,0.0525,-2.1958,grasp,-0.1775,0.4226,-0.0005,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1939
229,0.0,0.2256,-5.0025,True,False,False,2.0361,4.6977,1.9873,-1.9759,-1.5701,0.0011,0.0060,-0.0053,0.0056,0.0044,-0.0014,-0.0017,0.0001,-0.3236,0.3472,0.1580,-0.1784,0.4170,-0.0000,0.0000,0.0000,0.0000,False,-0.0729,-0.0565,0.0290,0.0596,0.0593,0.0605,-0.9487,grasp,-0.1784,0.4170,-0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1915
230,0.0,0.2253,-0.0025,False,False,False,2.0349,4.6944,1.9897,-1.9727,-1.5683,0.0029,0.0080,-0.0003,0.0020,-0.0005,-0.0042,-0.0045,0.0000,-0.3227,0.3456,0.1581,-0.1775,0.4143,0.0000,0.0000,0.0000,0.0000,False,0.0396,0.0037,-0.0052,-0.0543,-0.0302,0.0166,0.7480,grasp,-0.1775,0.4143,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
231,0.0,0.2245,-0.0018,False,False,False,2.0349,4.6944,1.9897,-1.9727,-1.5683,0.0029,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0400,-0.3228,0.3455,0.1568,-0.1775,0.4143,0.0000,0.0000,0.0000,0.0000,False,-0.0346,-0.0135,-0.0708,0.0480,0.0690,0.0431,-0.6764,grasp,-0.1775,0.4143,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1892
232,0.0,0.2245,-0.0153,False,False,False,2.0345,4.6943,1.9890,-1.9722,-1.5676,0.0033,-0.0346,-0.0135,-0.0708,0.0480,0.0690,0.0431,0.0600,-0.3228,0.3455,0.1568,-0.1775,0.4143,0.0000,0.0000,0.0000,0.0000,False,0.0280,-0.0360,-0.0724,0.0690,-0.0158,-0.0445,-1.3228,grasp,-0.1775,0.4143,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1892
233,0.0,0.2244,-0.0123,False,False,False,2.0345,4.6943,1.9890,-1.9722,-1.5676,0.0033,-0.0346,-0.0135,-0.0708,0.0480,0.0690,0.0431,0.0600,-0.3228,0.3455,0.1568,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,0.0339,0.0575,0.0230,-0.0720,-0.0203,0.0367,-2.0912,grasp,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1892
234,0.0,0.2209,-0.0180,False,False,False,2.0338,4.6936,1.9885,-1.9714,-1.5669,0.0040,-0.0726,-0.0622,-0.0462,0.0787,0.0759,0.0684,0.1171,-0.3229,0.3458,0.1518,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,-0.0726,-0.0622,-0.0462,0.0787,0.0759,0.0684,1.5443,grasp,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
235,0.0,0.2209,-0.0127,False,False,False,2.0328,4.6928,1.9870,-1.9705,-1.5649,0.0052,0.0397,0.0362,-0.0646,-0.0533,0.0489,-0.0140,0.1764,-0.3229,0.3458,0.1518,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,0.0384,0.0348,-0.0655,-0.0519,0.0504,-0.0127,2.7782,grasp,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
236,0.0,0.2209,-0.0116,False,False,False,2.0328,4.6928,1.9870,-1.9705,-1.5649,0.0052,0.0397,0.0362,-0.0646,-0.0533,0.0489,-0.0140,0.1764,-0.3229,0.3458,0.1518,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,-0.0596,0.0243,-0.0507,0.0257,0.0643,0.0603,2.0135,grasp,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
237,0.0,0.2189,0.0003,False,False,False,2.0336,4.6935,1.9858,-1.9715,-1.5640,0.0049,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.2356,-0.3241,0.3466,0.1481,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,-0.0486,0.0686,0.0016,0.0488,-0.0162,-0.0048,3.0513,grasp,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
238,0.0,0.2189,-0.0095,False,False,False,2.0331,4.6942,1.9858,-1.9710,-1.5642,0.0049,-0.0494,0.0679,0.0028,0.0498,-0.0171,-0.0046,0.2552,-0.3241,0.3466,0.1481,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,-0.0222,-0.0560,0.0258,-0.0511,-0.0630,0.0598,1.4476,grasp,-0.1777,0.4142,0.0000,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
239,0.0,0.2191,-0.0115,False,False,False,2.0331,4.6942,1.9858,-1.9710,-1.5642,0.0049,-0.0494,0.0679,0.0028,0.0498,-0.0171,-0.0046,0.2552,-0.3241,0.3466,0.1481,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,-0.0428,-0.0171,-0.0537,-0.0010,-0.0116,0.0111,0.4033,grasp,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
240,0.0,0.2165,-0.0119,False,False,False,2.0336,4.6949,1.9864,-1.9712,-1.5639,0.0041,0.0471,0.0712,0.0569,-0.0198,0.0246,-0.0770,0.2826,-0.3240,0.3463,0.1442,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,0.0471,0.0712,0.0569,-0.0198,0.0246,-0.0770,-2.0403,grasp,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1892
241,0.0,0.2165,-0.0108,False,False,False,2.0343,4.6970,1.9882,-1.9719,-1.5637,0.0026,-0.0188,0.0694,0.0786,-0.0336,-0.0282,0.0005,0.3077,-0.3240,0.3463,0.1442,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,-0.0179,0.0716,0.0797,-0.0340,-0.0278,-0.0010,2.9157,grasp,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
242,0.0,0.2165,-0.0211,False,False,False,2.0339,4.6983,1.9897,-1.9725,-1.5643,0.0026,-0.0358,0.1327,0.1493,-0.0639,-0.0537,0.0009,0.3274,-0.3240,0.3463,0.1442,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,0.0020,0.0037,-0.0603,0.0594,-0.0066,0.0376,2.6121,grasp,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
243,0.0,0.2130,-0.0073,False,False,False,2.0339,4.6985,1.9891,-1.9719,-1.5643,0.0030,0.0023,0.0009,-0.0620,0.0600,-0.0061,0.0376,0.3674,-0.3235,0.3451,0.1387,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,-0.0093,0.0775,-0.0125,-0.0674,0.0272,-0.0478,-0.9062,grasp,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1892
244,0.0,0.2130,-0.0160,False,False,False,2.0340,4.6985,1.9879,-1.9708,-1.5644,0.0037,0.0044,0.0032,-0.1176,0.1140,-0.0115,0.0714,0.3874,-0.3235,0.3451,0.1387,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,0.0646,0.0269,-0.0282,-0.0289,-0.0041,0.0280,-0.2554,grasp,-0.1770,0.4163,0.0014,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1892
245,0.0,0.2180,-5.0220,True,False,False,2.0340,4.6985,1.9879,-1.9708,-1.5644,0.0037,0.0044,0.0032,-0.1176,0.1140,-0.0115,0.0714,0.3874,-0.3235,0.3451,0.1387,-0.1739,0.4149,-0.0038,0.0000,0.0000,0.0000,False,-0.0595,0.0261,0.0476,-0.0649,-0.0690,-0.0535,1.9529,grasp,-0.1739,0.4149,-0.0038,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1892
246,0.0,0.2203,-0.0032,False,False,False,2.0256,4.7017,1.9968,-1.9823,-1.5778,-0.0063,0.0193,-0.0102,-0.0078,0.0125,0.0091,0.0084,0.0047,-0.3167,0.3494,0.1518,-0.1723,0.4181,0.0003,0.0000,0.0000,0.0000,False,-0.0500,0.0423,-0.0085,0.0523,-0.0766,0.0727,2.0461,grasp,-0.1723,0.4181,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1871
247,0.0,0.2190,-0.0098,False,False,False,2.0251,4.7017,1.9965,-1.9824,-1.5774,-0.0056,-0.0535,-0.0021,-0.0288,-0.0102,0.0436,0.0701,0.0647,-0.3170,0.3492,0.1496,-0.1723,0.4181,0.0003,0.0000,0.0000,0.0000,False,-0.0535,-0.0021,-0.0288,-0.0102,0.0436,0.0701,-2.9782,grasp,-0.1723,0.4181,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.8020,-0.2600,0.0099,1.1871
248,0.0,0.2190,-0.0115,False,False,False,2.0251,4.7017,1.9965,-1.9824,-1.5774,-0.0056,-0.0535,-0.0021,-0.0288,-0.0102,0.0436,0.0701,0.0647,-0.3170,0.3492,0.1496,-0.1723,0.4181,0.0003,0.0000,0.0000,0.0000,False,0.0464,-0.0481,0.0615,0.0419,0.0565,-0.0705,0.9041,grasp,-0.1723,0.4181,0.0003,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.8020,-0.2600,0.0099,1.1871
