Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected
188,0.0,1.3887,-0.0055,False,False,False,-0.4360,4.7666,-0.2320,-1.2605,-0.1060,1.4891,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.2749,0.1760,0.3867,1.0675,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0409,-0.0698,-0.0131,-0.0684,0.0709,0.0057,-1.9901,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
189,0.0,1.3889,-0.0021,False,False,False,-0.4383,4.7622,-0.2328,-1.2643,-0.1021,1.4895,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.2564,0.1736,0.3844,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0230,-0.0781,-0.0101,0.0032,0.0027,-0.0441,0.0163,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
190,0.0,1.3889,-0.0232,False,False,False,-0.4370,4.7582,-0.2333,-1.2640,-0.1021,1.4870,0.0655,-0.2032,-0.0265,0.0138,0.0022,-0.1200,0.2958,0.1736,0.3844,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0454,-0.0733,-0.0458,0.0646,-0.0489,-0.0282,-0.7621,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
191,0.0,1.3936,-0.0155,False,False,False,-0.4379,4.7549,-0.2341,-1.2618,-0.1035,1.4861,0.0384,-0.0506,0.0573,0.0315,0.0009,-0.0089,0.2990,0.1682,0.3891,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0376,-0.0543,0.0564,0.0327,0.0000,-0.0094,-0.7518,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
192,0.0,1.3948,-0.0186,False,False,False,-0.4366,4.7519,-0.2308,-1.2611,-0.1041,1.4850,-0.0442,-0.0482,0.0646,-0.0666,-0.0615,-0.0731,0.3400,0.1662,0.3902,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0431,-0.0504,0.0661,-0.0658,-0.0615,-0.0733,1.7844,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
193,0.0,1.3959,-0.0198,False,False,False,-0.4367,4.7497,-0.2283,-1.2621,-0.1056,1.4819,0.0466,-0.0893,0.0849,0.0133,-0.0262,-0.1101,0.3954,0.1663,0.3925,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0237,-0.0479,0.0459,0.0057,-0.0150,-0.0593,0.7026,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
194,0.0,1.3971,-0.0152,False,False,False,-0.4359,4.7487,-0.2264,-1.2617,-0.1054,1.4797,0.0136,0.0425,0.0621,0.0197,0.0592,-0.0630,0.4448,0.1659,0.3948,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0143,0.0405,0.0633,0.0199,0.0588,-0.0645,2.2813,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
195,0.0,1.3971,-0.0123,False,False,False,-0.4356,4.7499,-0.2258,-1.2611,-0.1037,1.4788,0.0041,0.0261,-0.0541,0.0304,0.0577,0.0325,0.4287,0.1659,0.3948,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0044,0.0286,-0.0529,0.0308,0.0589,0.0313,-2.5139,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
196,0.0,1.3966,-0.0085,False,False,False,-0.4351,4.7505,-0.2269,-1.2609,-0.1022,1.4790,0.0489,0.0122,-0.0106,-0.0419,0.0372,-0.0446,0.3953,0.1665,0.3941,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0490,0.0127,-0.0116,-0.0413,0.0383,-0.0440,-0.4846,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
197,0.0,1.3966,-0.0318,False,False,False,-0.4321,4.7528,-0.2276,-1.2595,-0.1033,1.4793,0.1295,0.1340,-0.0317,0.1403,-0.1151,0.0735,0.3296,0.1665,0.3941,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0691,0.0707,-0.0169,0.0731,-0.0599,0.0378,-3.0221,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
198,0.0,1.3965,-0.0146,False,False,False,-0.4300,4.7542,-0.2273,-1.2572,-0.1055,1.4805,0.0255,-0.0732,0.0749,0.0332,-0.0552,0.0141,0.2848,0.1652,0.3926,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0273,-0.0685,0.0745,0.0352,-0.0568,0.0152,-1.7382,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
199,0.0,1.3965,-0.0143,False,False,False,-0.4303,4.7534,-0.2256,-1.2563,-0.1064,1.4800,-0.0738,0.0713,0.0265,0.0330,0.0175,-0.0711,0.2718,0.1652,0.3926,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0734,0.0693,0.0280,0.0337,0.0164,-0.0708,-1.0835,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
200,0.0,1.3946,-0.0183,False,False,False,-0.4319,4.7529,-0.2237,-1.2576,-0.1059,1.4783,-0.0158,-0.1491,0.0931,-0.1321,0.0065,-0.0238,0.2319,0.1655,0.3892,1.0675,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0097,-0.0751,0.0495,-0.0689,0.0038,-0.0139,-2.1438,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
201,0.0,1.3928,-0.0072,False,False,False,-0.4320,4.7503,-0.2226,-1.2599,-0.1060,1.4784,0.0159,-0.0207,-0.0228,-0.0391,-0.0181,0.0418,0.2611,0.1674,0.3869,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0157,-0.0258,-0.0215,-0.0409,-0.0180,0.0414,2.3875,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
202,0.0,1.3928,-0.0132,False,False,False,-0.4314,4.7502,-0.2236,-1.2601,-0.1067,1.4797,0.0267,0.0384,-0.0556,0.0540,-0.0352,0.0562,0.3192,0.1674,0.3869,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0270,0.0376,-0.0560,0.0532,-0.0356,0.0570,-0.4695,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
203,0.0,1.3954,-0.0243,False,False,False,-0.4311,4.7517,-0.2256,-1.2570,-0.1067,1.4793,-0.0112,0.0517,-0.0622,0.1366,0.0469,-0.0988,0.3553,0.1649,0.3898,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0054,0.0279,-0.0338,0.0729,0.0240,-0.0509,0.3681,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
204,0.0,1.3954,-0.0130,False,False,False,-0.4317,4.7528,-0.2257,-1.2545,-0.1061,1.4780,-0.0463,0.0440,0.0771,0.0583,-0.0060,0.0109,0.3567,0.1665,0.3917,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0464,0.0449,0.0762,0.0603,-0.0053,0.0095,-0.6010,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
205,0.0,1.3954,-0.0235,False,False,False,-0.4326,4.7536,-0.2242,-1.2534,-0.1062,1.4782,-0.0879,0.0845,0.1465,0.1109,-0.0114,0.0207,0.3534,0.1665,0.3917,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0346,0.0569,0.0003,-0.0673,-0.0543,-0.0514,-0.2223,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
206,0.0,1.3932,-0.0070,False,False,False,-0.4335,4.7523,-0.2248,-1.2542,-0.1077,1.4796,-0.0336,-0.1458,-0.0342,-0.0070,-0.0658,0.1253,0.4113,0.1697,0.3905,1.0674,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0180,-0.0758,-0.0180,-0.0043,-0.0352,0.0654,1.2455,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
207,0.0,1.3939,-0.0191,False,False,False,-0.4333,4.7497,-0.2233,-1.2557,-0.1088,1.4800,0.0433,-0.0020,0.1259,-0.0942,-0.0081,-0.0903,0.4105,0.1701,0.3923,1.0673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0223,-0.0060,0.0658,-0.0497,-0.0052,-0.0457,-0.2458,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
208,0.0,1.3939,-0.0019,False,False,False,-0.4327,4.7496,-0.2215,-1.2570,-0.1089,1.4787,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.4262,0.1701,0.3923,1.0673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0424,-0.0727,-0.0330,0.0563,-0.0366,0.0155,2.1769,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
209,0.0,1.3947,-0.0111,False,False,False,-0.4331,4.7479,-0.2224,-1.2552,-0.1099,1.4785,0.0764,0.0579,0.0137,0.0205,0.0093,-0.0662,0.4298,0.1689,0.3927,1.0675,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0756,0.0540,0.0130,0.0216,0.0086,-0.0659,-2.8453,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
210,0.0,1.3954,-0.0038,False,False,False,-0.4320,4.7492,-0.2217,-1.2545,-0.1093,1.4780,-0.0312,0.0180,0.0422,0.0308,0.0354,0.0692,0.4329,0.1680,0.3938,1.0673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0298,0.0200,0.0424,0.0312,0.0356,0.0680,1.0332,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
211,0.0,1.3954,-0.0091,False,False,False,-0.4335,4.7505,-0.2200,-1.2537,-0.1071,1.4811,-0.0038,0.0234,-0.0216,-0.0621,0.0629,-0.0112,0.4912,0.1680,0.3938,1.0673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0046,0.0253,-0.0204,-0.0612,0.0639,-0.0094,2.7435,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
212,0.0,1.3938,-0.0178,False,False,False,-0.4336,4.7509,-0.2204,-1.2548,-0.1059,1.4808,-0.0072,0.0459,-0.0410,-0.1179,0.1195,-0.0214,0.5111,0.1710,0.3931,1.0674,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0638,0.0362,0.0597,0.0432,0.0279,0.0371,-2.4039,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
213,0.0,1.3936,-0.0138,False,False,False,-0.4356,4.7523,-0.2184,-1.2528,-0.1057,1.4813,-0.0164,0.0176,0.0284,0.0740,-0.0652,-0.0671,0.4111,0.1718,0.3933,1.0675,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0176,0.0204,0.0296,0.0749,-0.0647,-0.0664,-2.4337,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
214,0.0,1.3936,-0.0019,False,False,False,-0.4363,4.7533,-0.2171,-1.2494,-0.1087,1.4782,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.3511,0.1718,0.3933,1.0675,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0785,-0.0582,0.0619,0.0679,0.0774,-0.0586,-2.9766,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
215,0.0,1.3897,0.0012,False,False,False,-0.4386,4.7515,-0.2153,-1.2475,-0.1065,1.4765,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.2911,0.1752,0.3886,1.0673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0340,0.0109,0.0665,0.0702,0.0590,0.0519,-2.5168,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
216,0.0,0.0510,-0.0098,False,False,False,2.9790,2.9912,0.7648,4.0778,-4.7410,-4.8649,-0.0355,0.0218,0.0612,0.0030,0.0340,-0.0267,0.0400,0.7937,-0.2760,0.0577,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0354,0.0218,0.0610,0.0039,0.0341,-0.0268,2.2199,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
217,0.0,0.0469,-0.0056,False,False,False,2.9790,2.9912,0.7648,4.0778,-4.7410,-4.8649,-0.0355,0.0218,0.0612,0.0030,0.0340,-0.0267,0.0400,0.7925,-0.2768,0.0527,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0652,0.0483,-0.0784,-0.0736,-0.0723,-0.0704,-1.6387,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
218,0.0,0.0469,-0.0128,False,False,False,2.9787,2.9920,0.7654,4.0774,-4.7404,-4.8660,0.0320,0.0337,-0.0514,-0.0412,-0.0069,-0.0664,0.0697,0.7925,-0.2768,0.0527,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0310,0.0344,-0.0502,-0.0411,-0.0062,-0.0669,-2.3134,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
219,0.0,0.0454,-0.0188,False,False,False,2.9795,2.9912,0.7647,4.0771,-4.7387,-4.8652,0.0141,-0.0928,0.0176,0.0298,0.1210,0.1376,0.1326,0.7916,-0.2776,0.0505,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0081,-0.0482,0.0083,0.0149,0.0635,0.0712,-0.2341,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
220,0.0,1.3884,-1.3562,False,False,False,2.9871,2.9868,0.7729,4.0916,-4.7120,-4.7944,0.0336,-0.0372,-0.0776,0.0060,0.0426,0.0518,0.3314,0.1657,0.3734,1.0690,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0336,-0.0372,-0.0776,0.0060,0.0426,0.0518,-1.8654,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
221,0.0,1.3895,-0.0027,False,False,False,2.9878,2.9868,0.7715,4.0918,-4.7153,-4.7934,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.3345,0.1678,0.3778,1.0691,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0560,-0.0569,-0.0409,0.0167,0.0617,-0.0519,2.0532,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
222,0.0,1.3918,-0.0305,False,False,False,2.9872,2.9878,0.7711,4.0917,-4.7139,-4.7939,0.0000,0.0784,0.0000,-0.0693,0.3727,-0.0000,0.3628,0.1684,0.3824,1.0696,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0477,0.0166,-0.0438,0.0605,-0.0571,0.0685,0.7515,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
223,0.0,1.3911,-0.0132,False,False,False,2.9870,2.9881,0.7710,4.0923,-4.7132,-4.7936,0.0258,-0.0536,0.0422,0.0618,-0.0451,-0.0348,0.3361,0.1709,0.3834,1.0697,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0253,-0.0517,0.0418,0.0606,-0.0346,-0.0341,-2.3252,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
224,0.0,1.3922,-0.0493,False,False,False,2.9873,2.9870,0.7713,4.0934,-4.7140,-4.7936,-0.0187,0.0503,-0.0571,0.0690,-0.6788,0.0645,0.3546,0.1708,0.3861,1.0695,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0182,-0.0134,-0.0563,-0.0123,0.0644,0.0638,1.9975,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
225,0.0,1.3931,-0.0067,False,False,False,2.9870,2.9881,0.7702,4.0934,-4.7131,-4.7923,0.0000,0.0102,0.0000,-0.0100,0.0627,-0.0000,0.3546,0.1685,0.3858,1.0693,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0039,0.0324,-0.0020,0.0378,0.0398,-0.0529,-0.3746,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
226,0.0,1.3937,-0.0063,False,False,False,2.9870,2.9881,0.7702,4.0934,-4.7131,-4.7923,0.0000,0.0102,0.0000,-0.0100,0.0627,-0.0000,0.3546,0.1669,0.3857,1.0693,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0383,-0.0102,-0.0722,-0.0254,0.0636,0.0327,-0.6779,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
227,0.0,1.3976,-0.0364,False,False,False,2.9890,2.9915,0.7668,4.0924,-4.7133,-4.7955,0.1000,0.1271,-0.1610,-0.0572,0.0707,-0.1260,0.4049,0.1632,0.3914,1.0687,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0369,-0.0329,-0.0594,-0.0792,-0.0604,-0.0470,2.9395,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
228,0.0,1.4000,-0.0368,False,False,False,2.9890,2.9915,0.7668,4.0924,-4.7133,-4.7955,0.1000,0.1271,-0.1610,-0.0572,0.0707,-0.1260,0.4049,0.1589,0.3927,1.0684,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0118,0.0385,0.0532,0.0111,-0.0246,-0.0388,-1.8443,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
229,0.0,1.3996,-0.0383,False,False,False,2.9911,2.9931,0.7642,4.0917,-4.7174,-4.7971,0.0561,-0.0066,-0.0561,0.0419,-0.6007,-0.0021,0.3787,0.1591,0.3921,1.0685,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0597,-0.0528,-0.0581,-0.0353,0.0147,-0.0037,-1.5749,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
230,0.0,1.4018,-0.0044,False,False,False,2.9921,2.9933,0.7632,4.0921,-4.7249,-4.7972,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.3490,0.1584,0.3967,1.0680,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0110,0.0554,0.0408,0.0585,-0.0299,0.0577,-1.2366,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
231,0.0,1.4035,-0.0055,False,False,False,2.9921,2.9933,0.7632,4.0921,-4.7249,-4.7972,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.3490,0.1561,0.3986,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0279,-0.0504,0.0389,0.0739,-0.0080,-0.0053,1.0412,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
232,0.0,1.4050,-0.0473,False,False,False,2.9880,2.9948,0.7606,4.0924,-4.7131,-4.8003,-0.2097,0.1100,-0.1461,0.1370,-0.1101,-0.1793,0.4140,0.1535,0.3993,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0770,-0.0282,-0.0535,-0.0381,-0.0790,-0.0656,1.5353,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
233,0.0,1.4088,-0.0486,False,False,False,2.9880,2.9948,0.7606,4.0924,-4.7131,-4.8003,-0.2097,0.1100,-0.1461,0.1370,-0.1101,-0.1793,0.4140,0.1499,0.4039,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0452,-0.0108,-0.0198,-0.0074,-0.0564,0.0070,2.3169,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
234,0.0,1.4105,-0.0304,False,False,False,2.9845,2.9973,0.7582,4.0943,-4.7129,-4.8019,0.0022,0.0593,-0.0544,-0.0504,0.3553,0.0619,0.4586,0.1481,0.4058,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0102,0.0417,-0.0562,-0.0445,0.0664,0.0596,2.0579,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
235,0.0,1.4106,-0.0032,False,False,False,2.9844,2.9984,0.7571,4.0939,-4.7102,-4.8008,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.4482,0.1481,0.4060,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0421,-0.0002,0.0411,0.0152,-0.0788,0.0770,-2.9147,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
236,0.0,1.4101,-0.0014,False,False,False,2.9844,2.9984,0.7571,4.0939,-4.7102,-4.8008,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.4482,0.1478,0.4046,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0752,0.0463,0.0501,0.0431,-0.0166,0.0461,-0.5702,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
237,0.0,1.4093,-0.0308,False,False,False,2.9882,2.9984,0.7611,4.0922,-4.7075,-4.7998,0.1664,0.0040,0.1701,-0.0937,0.1785,0.0103,0.4461,0.1483,0.4032,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0617,0.0014,0.0632,-0.0344,0.0648,0.0046,0.6297,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
238,0.0,1.4096,-0.0309,False,False,False,2.9882,2.9984,0.7611,4.0922,-4.7075,-4.7998,0.1664,0.0040,0.1701,-0.0937,0.1785,0.0103,0.4461,0.1478,0.4036,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0483,-0.0519,0.0595,0.0539,0.0082,0.0751,-1.6742,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
239,0.0,1.4114,-0.0106,False,False,False,2.9909,2.9992,0.7632,4.0907,-4.7056,-4.7999,0.0019,0.0759,-0.0049,-0.0261,-0.0334,-0.0208,0.4095,0.1462,0.4059,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0091,0.0763,-0.0027,-0.0273,-0.0311,-0.0207,-2.7130,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
240,0.0,1.4154,-0.0061,False,False,False,2.9909,3.0007,0.7631,4.0902,-4.7062,-4.8003,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.3695,0.1408,0.4096,1.0673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0552,0.0552,-0.0738,0.0468,0.0514,-0.0537,-2.1719,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
241,0.0,1.4115,0.0017,False,False,False,2.9909,3.0007,0.7631,4.0902,-4.7062,-4.8003,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.3695,0.1473,0.4074,1.0674,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0717,0.0658,-0.0181,-0.0411,-0.0084,0.0002,1.0454,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
242,0.0,1.4097,-0.0207,False,False,False,2.9937,3.0003,0.7605,4.0916,-4.7069,-4.8013,0.1464,-0.0600,-0.1198,0.0559,-0.0769,-0.0316,0.3156,0.1504,0.4064,1.0676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0768,-0.0316,-0.0631,0.0294,-0.0405,-0.0166,-1.7680,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
243,0.0,1.4077,-0.0075,False,False,False,2.9960,2.9984,0.7590,4.0926,-4.7086,-4.8019,-0.0174,-0.0586,0.0142,0.0298,-0.0588,-0.0208,0.2852,0.1534,0.4048,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0103,-0.0639,0.0125,0.0306,-0.0599,-0.0212,-1.4471,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
244,0.0,1.4081,-0.0110,False,False,False,2.9960,2.9984,0.7590,4.0926,-4.7086,-4.8019,-0.0174,-0.0586,0.0142,0.0298,-0.0588,-0.0208,0.2852,0.1526,0.4050,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,0.0506,0.0252,0.0221,-0.0041,-0.0744,-0.0126,2.4221,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
245,0.0,1.4097,-0.0036,False,False,False,2.9958,2.9971,0.7592,4.0932,-4.7097,-4.8023,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.2983,0.1499,0.4058,1.0677,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0423,0.0156,-0.0690,-0.0756,0.0778,0.0731,-2.4192,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
246,0.0,1.4122,-0.0049,False,False,False,2.9958,2.9971,0.7592,4.0932,-4.7097,-4.8023,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.3183,0.1462,0.4073,1.0678,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,True,-0.0400,-0.0583,0.0781,0.0237,-0.0445,0.0442,2.4295,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
