Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected
11,0.0,0.0445,14.9873,True,False,False,-3.2830,3.0075,0.7746,-2.2003,-4.6532,1.4544,-0.0061,-0.0593,0.0683,-0.0174,0.0777,0.0147,0.1186,0.8126,-0.2348,0.0628,0.8020,-0.2600,0.0277,0.8020,-0.2600,0.2477,True,0.0737,0.0041,-0.0786,0.0037,-0.0132,0.0417,1.1866,grasp,0.8020,-0.2600,0.0277,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
12,0.0,1.4802,-0.1016,False,False,False,-1.6489,4.0178,0.2138,-1.6854,-2.6985,1.4681,-0.6221,-0.0841,0.3076,-0.2210,0.1710,0.0352,0.0314,-0.0752,0.4372,0.9772,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0459,0.0306,0.0651,-0.0448,0.0750,0.0088,-2.6168,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
13,0.0,1.4852,-0.0189,False,False,False,-1.6566,4.0176,0.2169,-1.6873,-2.6961,1.4691,0.0603,0.0401,-0.0398,0.0594,0.0411,0.0631,0.0739,-0.0883,0.4188,0.9858,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0347,0.0400,-0.0363,0.0569,0.0431,0.0635,-0.3622,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
14,0.0,1.4835,-0.0464,False,False,False,-1.6610,4.0112,0.2187,-1.6851,-2.6824,1.4660,-0.1744,-0.2176,0.0954,-0.0146,0.3098,-0.1578,0.0807,-0.0853,0.4158,0.9882,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0359,-0.0453,0.0193,-0.0015,0.0672,-0.0320,-2.7410,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
15,0.0,1.4835,-0.0559,False,False,False,-1.6696,4.0135,0.2122,-1.6803,-2.6735,1.4571,-0.2042,0.1604,-0.2380,0.1538,0.1700,-0.2236,0.1928,-0.0853,0.4158,0.9882,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0520,0.0359,-0.0571,0.0374,0.0450,-0.0563,-0.3728,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
16,0.0,1.4830,-0.0114,False,False,False,-1.6713,4.0146,0.2088,-1.6782,-2.6719,1.4536,0.0556,-0.0500,-0.0434,0.0235,-0.0228,-0.0571,0.1986,-0.0826,0.4157,0.9898,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0259,-0.0242,-0.0256,0.0141,-0.0100,-0.0326,-1.7951,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
17,0.0,1.4830,-0.0484,False,False,False,-1.6601,4.0084,0.2029,-1.6754,-2.6709,1.4469,0.3227,-0.1708,-0.1646,0.0776,0.0410,-0.1849,0.3134,-0.0821,0.4168,0.9896,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0796,-0.0426,-0.0408,0.0193,0.0097,-0.0460,1.2980,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
18,0.0,1.4874,-0.0212,False,False,False,-1.6519,4.0018,0.2000,-1.6719,-2.6699,1.4405,-0.0176,-0.0289,0.0745,0.1034,0.0031,-0.1259,0.3025,-0.0885,0.4194,0.9887,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0014,-0.0275,0.0371,0.0554,0.0022,-0.0686,-1.8282,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
19,0.0,1.4903,-0.0419,False,False,False,-1.6470,4.0054,0.1976,-1.6643,-2.6772,1.4331,0.1672,0.1521,-0.1502,0.1349,-0.2305,-0.1048,0.3946,-0.0934,0.4254,0.9845,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0406,0.0364,-0.0353,0.0348,-0.0562,-0.0279,1.5335,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
20,0.0,1.4903,-0.0268,False,False,False,-1.6462,4.0030,0.1994,-1.6627,-2.6775,1.4326,-0.0609,-0.2042,0.1680,-0.0010,0.1088,0.0336,0.4928,-0.0934,0.4254,0.9845,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0203,-0.0735,0.0603,0.0012,0.0375,0.0112,3.0000,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
21,0.0,1.4946,-0.0437,False,False,False,-1.6438,3.9971,0.1991,-1.6606,-2.6720,1.4346,0.1548,-0.1440,-0.1168,0.1050,0.2002,0.0785,0.5652,-0.1013,0.4244,0.9845,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0564,-0.0568,-0.0410,0.0388,0.0752,0.0294,2.0879,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
22,0.0,1.4962,-0.0560,False,False,False,-1.6409,3.9983,0.1841,-1.6463,-2.6767,1.4327,0.0219,0.1013,-0.3538,0.3412,-0.1887,-0.0765,0.5942,-0.1032,0.4276,0.9829,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0068,0.0183,-0.0770,0.0742,-0.0377,-0.0153,1.6620,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
23,0.0,1.4968,-0.0354,False,False,False,-1.6356,4.0056,0.1813,-1.6400,-2.6767,1.4305,0.1925,0.2473,0.0432,0.0918,0.0773,-0.0498,0.5356,-0.1039,0.4299,0.9815,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0562,0.0725,0.0086,0.0305,0.0204,-0.0153,0.3814,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
24,0.0,1.4971,-0.0417,False,False,False,-1.6372,4.0044,0.1881,-1.6408,-2.6779,1.4336,-0.1533,-0.1898,0.2371,-0.0711,-0.0783,0.1394,0.6229,-0.1077,0.4213,0.9844,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0420,-0.0503,0.0695,-0.0196,-0.0219,0.0400,2.9719,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
25,0.0,1.4964,-0.0538,False,False,False,-1.6323,3.9970,0.1972,-1.6391,-2.6814,1.4417,0.2561,-0.1899,0.2406,0.0964,-0.0980,0.2435,0.6217,-0.1064,0.4243,0.9826,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0725,-0.0577,0.0728,0.0272,-0.0294,0.0725,1.5523,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
26,0.0,1.4973,-0.0201,False,False,False,-1.6287,3.9939,0.2016,-1.6365,-2.6866,1.4450,0.0087,-0.0284,0.0695,0.0708,-0.1938,0.0192,0.5572,-0.1094,0.4248,0.9808,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0076,-0.0135,0.0285,0.0273,-0.0727,0.0100,-0.9186,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
27,0.0,1.4968,-0.0573,False,False,False,-1.6299,3.9848,0.2067,-1.6429,-2.6815,1.4408,-0.0458,-0.2595,0.1013,-0.2608,0.3263,-0.1474,0.4531,-0.1099,0.4278,0.9774,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0110,-0.0638,0.0258,-0.0626,0.0768,-0.0357,-0.1529,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
28,0.0,1.4964,-0.0568,False,False,False,-1.6237,3.9883,0.2104,-1.6515,-2.6787,1.4333,0.2577,0.2929,0.0934,-0.2142,-0.0376,-0.2215,0.4821,-0.1067,0.4337,0.9756,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0744,0.0791,0.0283,-0.0653,-0.0072,-0.0661,1.0546,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
29,0.0,1.4986,-0.0440,False,False,False,-1.6276,3.9904,0.2132,-1.6576,-2.6727,1.4312,-0.2750,-0.0907,0.0664,-0.1336,0.2479,0.0199,0.3880,-0.1123,0.4233,0.9812,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0762,-0.0201,0.0204,-0.0414,0.0716,0.0032,-1.4561,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
30,0.0,1.4945,-0.0710,False,False,False,-1.6224,3.9825,0.2047,-1.6603,-2.6806,1.4211,0.2738,-0.2189,-0.2887,-0.0347,-0.3391,-0.3191,0.2508,-0.1030,0.4307,0.9782,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0629,-0.0543,-0.0697,-0.0101,-0.0799,-0.0777,-2.5770,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
31,0.0,1.4985,-0.0475,False,False,False,-1.6139,3.9731,0.2039,-1.6533,-2.6899,1.4218,0.1567,-0.1247,0.0756,0.2305,-0.1700,0.1330,0.3157,-0.1066,0.4448,0.9708,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0421,-0.0387,0.0151,0.0559,-0.0454,0.0288,0.0752,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
32,0.0,1.5008,-0.0449,False,False,False,-1.6082,3.9687,0.2075,-1.6544,-2.6902,1.4202,0.1815,-0.1317,0.1348,-0.1819,0.0818,-0.1472,0.2951,-0.1123,0.4458,0.9683,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0692,-0.0508,0.0506,-0.0645,0.0282,-0.0528,-1.2724,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
33,0.0,1.5016,-0.0400,False,False,False,-1.6106,3.9632,0.2141,-1.6460,-2.6885,1.4232,-0.1275,-0.0954,0.1284,0.2836,0.0179,0.1269,0.3738,-0.1134,0.4473,0.9673,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0246,-0.0223,0.0291,0.0582,0.0049,0.0252,0.4011,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
34,0.0,1.4994,-0.0489,False,False,False,-1.6171,3.9581,0.2174,-1.6493,-2.6824,1.4275,-0.1916,-0.1541,0.0708,-0.2459,0.2223,0.1107,0.2815,-0.1121,0.4461,0.9660,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0572,-0.0459,0.0220,-0.0683,0.0649,0.0336,-2.4274,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
35,0.0,1.4969,-0.0357,False,False,False,-1.6147,3.9531,0.2150,-1.6472,-2.6798,1.4325,0.1810,-0.1096,-0.1240,0.1885,0.0005,0.1396,0.3605,-0.1057,0.4507,0.9649,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0499,-0.0344,-0.0352,0.0519,0.0028,0.0419,2.0504,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
36,0.0,1.5007,-0.0509,False,False,False,-1.6152,3.9647,0.2138,-1.6531,-2.6764,1.4249,-0.0719,0.3624,0.0081,-0.2131,0.0870,-0.2431,0.5155,-0.1119,0.4533,0.9629,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0130,0.0746,0.0003,-0.0432,0.0186,-0.0502,2.9502,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
37,0.0,1.5008,-0.0502,False,False,False,-1.6217,3.9627,0.2176,-1.6577,-2.6779,1.4272,-0.2190,-0.2863,0.1398,-0.0856,-0.0921,0.1879,0.4439,-0.1129,0.4389,0.9728,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0645,-0.0754,0.0407,-0.0273,-0.0258,0.0519,-0.7359,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
38,0.0,1.4987,-0.0345,False,False,False,-1.6274,3.9604,0.2261,-1.6571,-2.6816,1.4262,-0.1069,0.0841,0.2611,0.0625,-0.1000,-0.1216,0.3301,-0.1075,0.4483,0.9676,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0342,0.0183,0.0776,0.0172,-0.0302,-0.0331,-2.9721,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
39,0.0,1.4945,-0.0531,False,False,False,-1.6367,3.9515,0.2332,-1.6663,-2.6806,1.4213,-0.2508,-0.3215,0.1235,-0.3093,0.0694,-0.1073,0.4284,-0.1035,0.4428,0.9690,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0626,-0.0766,0.0333,-0.0748,0.0158,-0.0277,2.1250,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
40,0.0,1.4963,-0.0338,False,False,False,-1.6355,3.9501,0.2307,-1.6706,-2.6817,1.4252,0.1353,0.1148,-0.1212,-0.0246,-0.0600,0.1594,0.4518,-0.1020,0.4532,0.9656,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0296,0.0216,-0.0282,-0.0095,-0.0139,0.0377,0.4400,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
41,0.0,1.4978,-0.0437,False,False,False,-1.6359,3.9582,0.2296,-1.6644,-2.6869,1.4263,-0.0728,0.2666,0.0089,0.2455,-0.1723,-0.0262,0.4056,-0.1044,0.4521,0.9665,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0195,0.0782,0.0012,0.0711,-0.0508,-0.0058,-0.4843,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
42,0.0,1.4954,-0.0255,False,False,False,-1.6310,3.9616,0.2280,-1.6686,-2.6868,1.4245,0.1775,-0.0194,-0.0504,-0.2214,0.0697,-0.0470,0.5172,-0.1034,0.4447,0.9691,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0425,0.0003,-0.0122,-0.0511,0.0150,-0.0118,2.5015,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
43,0.0,1.4982,-0.0583,False,False,False,-1.6235,3.9638,0.2220,-1.6781,-2.6807,1.4140,0.1663,0.0754,-0.1691,-0.2160,0.1646,-0.3114,0.4206,-0.1072,0.4441,0.9703,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0429,0.0181,-0.0419,-0.0553,0.0410,-0.0766,-1.6159,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
44,0.0,1.5011,-0.0473,False,False,False,-1.6195,3.9603,0.2217,-1.6772,-2.6735,1.4040,0.0752,-0.1662,0.0621,0.1288,0.2014,-0.2436,0.4752,-0.1092,0.4457,0.9718,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0240,-0.0475,0.0161,0.0350,0.0605,-0.0744,1.4356,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
45,0.0,1.5018,-0.0529,False,False,False,-1.6155,3.9552,0.2304,-1.6713,-2.6792,1.3920,0.0963,-0.0840,0.2457,0.1356,-0.2538,-0.2830,0.4507,-0.1109,0.4463,0.9708,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0244,-0.0232,0.0608,0.0346,-0.0596,-0.0720,0.0845,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
46,0.0,1.5015,-0.0395,False,False,False,-1.6065,3.9468,0.2333,-1.6741,-2.6846,1.3859,0.2465,-0.2361,0.0029,-0.1356,-0.0777,-0.0911,0.4887,-0.1120,0.4461,0.9694,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0613,-0.0585,0.0035,-0.0316,-0.0219,-0.0255,1.0698,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
47,0.0,1.5060,-0.0583,False,False,False,-1.6096,3.9416,0.2404,-1.6713,-2.6815,1.3896,-0.2379,-0.0312,0.2684,0.1645,0.1527,0.1829,0.3934,-0.1191,0.4552,0.9630,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0655,-0.0157,0.0781,0.0463,0.0435,0.0521,-1.6115,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
48,0.0,1.5001,-0.0301,False,False,False,-1.6159,3.9344,0.2457,-1.6696,-2.6765,1.3949,-0.1200,-0.2635,0.0803,-0.0079,0.1228,0.1178,0.4723,-0.1119,0.4507,0.9639,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0386,-0.0767,0.0265,-0.0003,0.0375,0.0364,2.8684,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
49,0.0,1.5008,-0.0457,False,False,False,-1.6173,3.9204,0.2450,-1.6691,-2.6790,1.4040,0.0676,-0.2303,-0.1025,0.0254,-0.2176,0.2308,0.5944,-0.1122,0.4539,0.9624,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0178,-0.0738,-0.0287,0.0073,-0.0616,0.0687,2.4955,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
50,0.0,1.5038,-0.0265,False,False,False,-1.6172,3.9172,0.2488,-1.6693,-2.6850,1.4012,-0.0215,0.0488,0.1553,-0.0165,-0.1041,-0.1713,0.5822,-0.1138,0.4702,0.9532,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0044,0.0052,0.0367,-0.0037,-0.0280,-0.0391,1.2134,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
51,0.0,1.5029,-0.0611,False,False,False,-1.6125,3.9095,0.2505,-1.6601,-2.6764,1.3919,0.1532,-0.2614,-0.0011,0.2930,0.3051,-0.2297,0.4595,-0.1139,0.4665,0.9545,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0372,-0.0630,0.0015,0.0714,0.0733,-0.0581,-1.9836,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
52,0.0,1.5019,-0.0608,False,False,False,-1.6059,3.9121,0.2445,-1.6560,-2.6797,1.3833,0.1793,0.2737,-0.2301,0.0294,-0.2603,-0.2262,0.3395,-0.1129,0.4686,0.9522,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0542,0.0728,-0.0669,0.0119,-0.0722,-0.0684,-2.7327,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
53,0.0,1.5022,-0.0533,False,False,False,-1.6068,3.9256,0.2415,-1.6561,-2.6760,1.3695,-0.1755,0.1985,0.0911,-0.0265,0.3239,-0.2522,0.2244,-0.1143,0.4695,0.9506,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0401,0.0525,0.0191,-0.0061,0.0756,-0.0647,-2.0475,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
54,0.0,1.4961,-0.0437,False,False,False,-1.6155,3.9406,0.2442,-1.6540,-2.6641,1.3534,-0.1323,0.3033,0.0167,0.0830,0.1268,-0.3091,0.3248,-0.1067,0.4534,0.9606,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0349,0.0778,0.0052,0.0199,0.0351,-0.0787,1.3202,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
55,0.0,1.4836,-0.0510,False,False,False,-1.6377,4.0112,0.2442,-1.6293,-2.6440,1.2837,0.2289,0.2148,-0.1352,0.2720,-0.2576,-0.1597,0.4681,-0.1010,0.3829,0.9960,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,0.0666,0.0624,-0.0393,0.0791,-0.0749,-0.0464,-1.5169,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
56,0.0,1.4836,-0.0227,False,False,False,-1.6368,4.0140,0.2437,-1.6266,-2.6460,1.2797,-0.1268,-0.0042,0.0712,-0.0341,0.0687,-0.1333,0.3881,-0.1028,0.3806,0.9959,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0630,0.0016,0.0359,-0.0147,0.0331,-0.0721,-2.3176,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False
57,0.0,1.4814,-0.0335,False,False,False,-1.6408,4.0167,0.2428,-1.6177,-2.6454,1.2829,-0.0662,0.0865,-0.0606,0.2913,-0.0114,0.1581,0.4862,-0.1003,0.3790,0.9960,0.8020,-0.2600,0.0100,0.8020,-0.2600,0.2300,False,-0.0181,0.0211,-0.0138,0.0706,-0.0018,0.0367,2.6663,grasp,0.8020,-0.2600,0.0100,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True
