Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,Self_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Handoff_X,Handoff_Y,Handoff_Z,Handoff_OK,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Phase,Goal_X,Goal_Y,Goal_Z,Transport_X,Transport_Y,Transport_Z,Transport_OK,Placement_Error_M,Standoff_M,Spawn_Radius_M,Contact_Detected,GT_X,GT_Y,GT_Z,Perception_Error_M
12,0.0,1.3072,-0.0297,False,False,False,0.4624,4.7309,0.5953,-1.5483,-0.6454,0.9280,-0.0998,-0.1415,0.0107,-0.0764,0.0855,-0.1378,0.3963,0.2259,0.5251,0.8820,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0519,-0.0740,0.0051,-0.0394,0.0446,-0.0719,1.2756,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
13,0.0,1.3072,-0.0225,False,False,False,0.4651,4.7311,0.5938,-1.5484,-0.6464,0.9254,0.1575,0.0924,-0.0619,0.0392,-0.0834,-0.0252,0.3478,0.2259,0.5251,0.8820,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0444,0.0242,-0.0179,0.0103,-0.0230,-0.0093,-2.8938,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
14,0.0,1.3086,-0.0120,False,False,False,0.4664,4.7322,0.5927,-1.5484,-0.6476,0.9256,-0.0593,-0.0026,-0.0341,-0.0438,-0.0217,0.0577,0.3465,0.2243,0.5243,0.8837,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0575,-0.0013,-0.0348,-0.0433,-0.0227,0.0574,0.2047,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
15,0.0,1.3086,-0.0130,False,False,False,0.4655,4.7325,0.5923,-1.5484,-0.6477,0.9262,0.0162,0.0345,0.0173,0.0746,0.0306,-0.0547,0.3505,0.2239,0.5243,0.8834,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0151,0.0344,0.0166,0.0738,0.0302,-0.0536,-0.5219,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
16,0.0,1.3086,-0.0209,False,False,False,0.4643,4.7339,0.5938,-1.5481,-0.6476,0.9265,-0.0977,0.0452,0.0767,-0.0740,-0.0313,0.0906,0.2929,0.2239,0.5243,0.8834,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0511,0.0247,0.0407,-0.0375,-0.0159,0.0467,-2.0425,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
17,0.0,1.3078,-0.0094,False,False,False,0.4632,4.7353,0.5950,-1.5493,-0.6480,0.9272,0.0267,0.0596,0.0113,-0.0088,0.0053,-0.0638,0.2473,0.2246,0.5239,0.8831,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0253,0.0621,0.0124,-0.0099,0.0049,-0.0625,-2.2127,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
18,0.0,1.3044,-0.0090,False,False,False,0.4636,4.7362,0.5955,-1.5487,-0.6474,0.9263,-0.0039,-0.0409,0.0363,0.0722,0.0467,0.0341,0.2262,0.2280,0.5212,0.8827,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0034,-0.0382,0.0365,0.0721,0.0468,0.0329,-1.6417,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
19,0.0,1.3044,-0.0099,False,False,False,0.4635,4.7350,0.5958,-1.5469,-0.6463,0.9266,-0.0056,-0.0484,-0.0425,0.0503,0.0208,-0.0382,0.2626,0.2280,0.5212,0.8827,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0057,-0.0492,-0.0418,0.0516,0.0217,-0.0375,2.3437,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
20,0.0,1.3042,-0.0172,False,False,False,0.4634,4.7341,0.5950,-1.5459,-0.6460,0.9259,-0.0107,-0.0923,-0.0807,0.0955,0.0396,-0.0725,0.2825,0.2278,0.5214,0.8820,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0486,-0.0730,0.0325,-0.0795,0.0643,0.0461,0.2746,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
21,0.0,1.3065,-0.0537,False,False,False,0.4702,4.7338,0.6002,-1.5492,-0.6389,0.9297,0.2584,-0.0050,0.1974,-0.1265,0.2691,0.1463,0.4009,0.2263,0.5248,0.8814,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0751,-0.0016,0.0574,-0.0368,0.0783,0.0425,1.6597,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
22,0.0,1.3115,-0.0169,False,False,False,0.4736,4.7338,0.6032,-1.5500,-0.6359,0.9314,0.0352,0.0065,0.0675,0.0773,-0.0240,-0.0029,0.4606,0.2211,0.5312,0.8797,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0385,0.0064,0.0699,0.0758,-0.0208,-0.0011,2.0335,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
23,0.0,1.3115,-0.0206,False,False,False,0.4743,4.7339,0.6045,-1.5485,-0.6364,0.9314,0.0671,0.0123,0.1283,0.1469,-0.0456,-0.0055,0.4803,0.2211,0.5312,0.8797,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0202,0.0378,-0.0093,0.0210,-0.0127,0.0244,-1.2345,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
24,0.0,1.3101,-0.0323,False,False,False,0.4743,4.7388,0.6061,-1.5415,-0.6397,0.9310,-0.0008,0.1876,0.0604,0.2679,-0.1277,-0.0122,0.3635,0.2217,0.5314,0.8779,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0002,0.0544,0.0176,0.0779,-0.0371,-0.0035,-1.5201,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
25,0.0,1.3037,-0.0029,False,False,False,0.4744,4.7426,0.6065,-1.5386,-0.6416,0.9308,0.0089,0.0548,-0.0277,-0.0358,-0.0369,-0.0115,0.3866,0.2279,0.5321,0.8717,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0089,0.0670,-0.0270,-0.0326,-0.0384,-0.0117,2.4843,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
26,0.0,1.3037,-0.0187,False,False,False,0.4745,4.7437,0.6060,-1.5393,-0.6423,0.9306,0.0169,0.1141,-0.0526,-0.0680,-0.0701,-0.0219,0.4066,0.2279,0.5321,0.8717,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0097,-0.0598,0.0732,0.0510,0.0607,0.0297,0.2977,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
27,0.0,1.3039,-0.0249,False,False,False,0.4750,4.7455,0.6049,-1.5370,-0.6425,0.9368,0.0181,0.0627,-0.0424,0.0862,-0.0069,0.2377,0.4764,0.2291,0.5347,0.8704,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0053,0.0183,-0.0123,0.0251,-0.0020,0.0691,1.3375,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
28,0.0,1.3035,-0.0158,False,False,False,0.4753,4.7467,0.6050,-1.5353,-0.6430,0.9404,0.0090,0.0522,0.0624,0.0719,-0.0439,0.0755,0.4598,0.2298,0.5360,0.8691,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0092,0.0532,0.0619,0.0729,-0.0440,0.0784,-0.3992,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
29,0.0,1.3035,-0.0307,False,False,False,0.4755,4.7477,0.6062,-1.5339,-0.6438,0.9418,0.0171,0.0999,0.1185,0.1366,-0.0835,0.1435,0.4487,0.2298,0.5360,0.8691,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0228,0.0058,-0.0234,-0.0568,-0.0040,0.0174,-2.0227,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
30,0.0,1.3016,-0.0401,False,False,False,0.4753,4.7424,0.6037,-1.5288,-0.6487,0.9451,-0.0076,-0.2174,-0.0958,0.1952,-0.1849,0.1232,0.4385,0.2311,0.5355,0.8675,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0022,-0.0627,-0.0279,0.0567,-0.0538,0.0358,0.4122,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
31,0.0,1.3033,-0.0110,False,False,False,0.4756,4.7394,0.6024,-1.5260,-0.6508,0.9461,0.0428,0.0493,-0.0114,0.0468,0.0131,-0.0400,0.4403,0.2265,0.5319,0.8703,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0427,0.0376,-0.0125,0.0491,0.0109,-0.0386,0.3306,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
32,0.0,1.3033,-0.0183,False,False,False,0.4769,4.7396,0.6015,-1.5256,-0.6499,0.9458,0.0462,-0.0811,-0.0727,-0.0470,0.0679,0.0423,0.4005,0.2265,0.5319,0.8703,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0471,-0.0799,-0.0729,-0.0461,0.0682,0.0416,-2.1708,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
33,0.0,1.3054,-0.0324,False,False,False,0.4799,4.7398,0.6013,-1.5252,-0.6507,0.9470,0.1405,0.1440,0.0773,0.0858,-0.1429,0.0238,0.4287,0.2234,0.5305,0.8727,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0748,0.0714,0.0393,0.0443,-0.0739,0.0133,1.2455,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
34,0.0,1.3038,-0.0123,False,False,False,0.4817,4.7410,0.6017,-1.5237,-0.6517,0.9477,-0.0172,-0.0926,-0.0449,0.0133,0.0698,0.0228,0.4535,0.2255,0.5345,0.8680,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0071,-0.0434,-0.0225,0.0082,0.0347,0.0124,0.6679,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
35,0.0,1.3038,-0.0159,False,False,False,0.4822,4.7394,0.6011,-1.5229,-0.6514,0.9473,0.0749,-0.0151,0.0025,0.0683,-0.0708,-0.0659,0.4708,0.2255,0.5345,0.8680,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0747,-0.0185,0.0019,0.0685,-0.0698,-0.0656,1.0309,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
36,0.0,1.3058,-0.0239,False,False,False,0.4859,4.7384,0.6041,-1.5184,-0.6519,0.9451,0.0131,-0.0116,0.1416,0.0618,0.1349,0.0374,0.4023,0.2228,0.5340,0.8696,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0069,-0.0048,0.0523,0.0246,0.0479,0.0120,-1.7275,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
37,0.0,1.3057,-0.0248,False,False,False,0.4861,4.7382,0.6059,-1.5176,-0.6502,0.9455,0.0167,-0.0148,0.1797,0.0784,0.1712,0.0474,0.3823,0.2210,0.5334,0.8688,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0745,0.0556,-0.0138,-0.0024,0.0144,-0.0404,0.7682,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
38,0.0,1.3057,-0.0497,False,False,False,0.4904,4.7357,0.6020,-1.5220,-0.6500,0.9498,0.2094,-0.1346,-0.1879,-0.2127,0.0101,0.2037,0.3138,0.2210,0.5334,0.8688,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0773,-0.0491,-0.0693,-0.0785,0.0037,0.0752,-2.1620,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
39,0.0,1.3056,-0.0252,False,False,False,0.4912,4.7311,0.5981,-1.5248,-0.6519,0.9515,-0.1214,-0.1206,-0.0995,-0.0031,-0.1356,-0.0580,0.3548,0.2197,0.5320,0.8691,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0612,-0.0705,-0.0548,-0.0043,-0.0712,-0.0280,1.4130,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
40,0.0,1.3121,-0.0443,False,False,False,0.4895,4.7294,0.5967,-1.5248,-0.6539,0.9506,-0.1731,-0.1779,-0.1420,-0.0044,-0.1934,-0.0828,0.3747,0.2120,0.5300,0.8756,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0173,-0.0381,-0.0165,0.0567,0.0204,0.0512,-1.6887,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
41,0.0,1.3123,-0.0338,False,False,False,0.4893,4.7308,0.6009,-1.5236,-0.6565,0.9543,-0.0060,0.0911,0.2037,0.0600,-0.1286,0.1779,0.4385,0.2123,0.5298,0.8763,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0022,0.0330,0.0752,0.0221,-0.0475,0.0657,3.1255,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
42,0.0,1.3088,-0.0079,False,False,False,0.4886,4.7308,0.6032,-1.5229,-0.6584,0.9570,-0.0416,-0.1216,-0.0233,-0.0049,-0.0156,0.0275,0.5011,0.2168,0.5332,0.8708,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0219,-0.0593,-0.0097,-0.0018,-0.0098,0.0167,1.6899,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
43,0.0,1.3088,-0.0181,False,False,False,0.4880,4.7291,0.6028,-1.5230,-0.6586,0.9574,-0.0593,-0.1701,-0.0333,-0.0070,-0.0222,0.0392,0.5125,0.2168,0.5332,0.8708,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0797,-0.0476,-0.0537,0.0181,-0.0533,-0.0546,-2.7408,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
44,0.0,1.3091,-0.0400,False,False,False,0.4865,4.7273,0.6068,-1.5195,-0.6594,0.9618,-0.0755,-0.0715,0.1934,0.1659,-0.0396,0.2113,0.4125,0.2154,0.5310,0.8723,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0279,-0.0267,0.0714,0.0612,-0.0146,0.0780,-2.2657,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
45,0.0,1.3058,-0.0166,False,False,False,0.4843,4.7249,0.6088,-1.5157,-0.6599,0.9654,-0.0794,-0.1020,-0.0302,0.1127,0.0019,0.0661,0.3827,0.2166,0.5284,0.8705,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0428,-0.0545,-0.0135,0.0614,0.0005,0.0375,-0.3409,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
46,0.0,1.3058,-0.0135,False,False,False,0.4836,4.7229,0.6083,-1.5144,-0.6606,0.9656,0.0422,-0.0424,-0.0126,-0.0244,-0.0697,-0.0762,0.3410,0.2166,0.5284,0.8705,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0411,-0.0456,-0.0130,-0.0228,-0.0697,-0.0753,-1.8197,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
47,0.0,1.3059,-0.0115,False,False,False,0.4837,4.7221,0.6075,-1.5146,-0.6622,0.9635,-0.0696,0.0087,-0.0533,0.0255,-0.0292,-0.0664,0.3637,0.2146,0.5247,0.8728,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0688,0.0070,-0.0536,0.0250,-0.0305,-0.0678,1.1502,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
48,0.0,1.3059,-0.0327,False,False,False,0.4836,4.7192,0.6110,-1.5135,-0.6669,0.9611,0.0568,-0.1462,0.2181,0.0258,-0.1997,-0.0569,0.4289,0.2156,0.5266,0.8718,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0196,-0.0538,0.0795,0.0100,-0.0742,-0.0223,0.9051,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
49,0.0,1.3059,-0.0031,False,False,False,0.4843,4.7173,0.6138,-1.5132,-0.6694,0.9604,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.4176,0.2156,0.5266,0.8718,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0315,0.0495,-0.0462,0.0132,0.0487,0.0649,-2.5895,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
50,0.0,1.3046,-0.0411,False,False,False,0.4907,4.7177,0.6078,-1.5199,-0.6690,0.9583,0.2332,-0.0071,-0.2080,-0.2574,-0.0050,-0.1024,0.4534,0.2149,0.5258,0.8700,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0681,-0.0015,-0.0610,-0.0747,-0.0010,-0.0291,1.0515,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
51,0.0,1.3099,-0.0069,False,False,False,0.4935,4.7173,0.6053,-1.5229,-0.6691,0.9571,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.4414,0.2105,0.5278,0.8733,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0584,0.0260,0.0196,0.0470,0.0707,0.0204,-1.7600,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
52,0.0,1.3099,-0.0192,False,False,False,0.4920,4.7183,0.6063,-1.5217,-0.6673,0.9557,-0.0601,0.0457,0.0481,0.0508,0.0688,-0.1066,0.3614,0.2105,0.5278,0.8733,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0322,0.0244,0.0256,0.0273,0.0369,-0.0559,-2.3807,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,False,0.0000,0.0000,0.0000,
53,0.0,1.3112,-0.0315,False,False,False,0.4931,4.7203,0.6085,-1.5200,-0.6684,0.9559,0.1327,0.0807,0.1022,0.0592,-0.1311,0.1137,0.3898,0.2089,0.5262,0.8754,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,0.0690,0.0437,0.0545,0.0319,-0.0680,0.0583,0.9413,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
54,0.0,1.3093,-0.0007,False,False,False,0.4950,4.7217,0.6100,-1.5192,-0.6702,0.9575,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.4226,0.2108,0.5277,0.8726,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,-0.0216,-0.0538,0.0602,0.0767,-0.0796,0.0079,2.6050,grasp,0.8020,-0.2600,0.0099,0.0000,0.0000,0.0000,False,,0.0500,0.0000,True,0.0000,0.0000,0.0000,
